group_id,normalized_option,representative_section,representative_question,representative_option_text,item_count,years,selected_response_count,candidate_count_sum
02AF10CA0E801C3F,do you support reducing military intervention in middle east conflicts?,National Security,,Do you support reducing military intervention in Middle East conflicts?,1,nan,1,1
E50BD2DDE3B925A5,"do you generally support removing barriers to international trade (for example: tariffs, quotas, etc.)?",Trade,,"Do you generally support removing barriers to international trade (for example: tariffs, quotas, etc.)?",1,nan,1,1
EBA134D42CF8EC29,other or expanded principles:,Social Issues:,,e) Other or expanded principles:,31,2014.0;2018.0;2022.0,0,115
CCC762105001CFFE,prohibit political action committee (pac) contributions to candidates for federal office.,Campaign Finance and Government Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.,c) Prohibit Political Action Committee (PAC) contributions to candidates for federal office.,4,1996.0;2000.0;2004.0;2008.0,0,5
2EF47121421FC085,"please explain in a total of 100 words or less, your top two or three priorities if elected. if they require additional funding for implementation, please explain how you would obtain this funding.",Legislative Priorities,,"Please explain in a total of 100 words or less, your top two or three priorities if elected. If they require additional funding for implementation, please explain how you would obtain this funding.",3,2008.0;2010.0;2016.0,0,11
D9298A10D1B07358,other,Defense Spending,Indicate what changes you support (if any) regarding funding for the following categories. Select one number only.,9) Other,3,1996.0;2000.0,0,3
AC4AE49C65AE9AF4,"eliminate federal funding for programs associated with the ""war on drugs.""",Drug Issues,Indicate which principles you support (if any) regarding drugs.,"f) Eliminate federal funding for programs associated with the ""war on drugs.""",2,2000.0;2004.0,0,3
4F70CEEE3D3C7C98,eliminate all federal programs designed to reduce unemployment.,Employment and Affirmative Action Issues,1) Indicate which principles you support (if any) regarding employment.2) Indicate which principles you support (if any) regarding affirmative action.,e) Eliminate all federal programs designed to reduce unemployment.,2,2004.0;2008.0,0,3
DDBC81D6C74FB6CD,allow workers to invest a portion of their payroll tax in private accounts managed by private firms contracted by the government.,Social Security Issues,Indicate which principles you support (if any) regarding Social Security.,b) Allow workers to invest a portion of their payroll tax in private accounts managed by private firms contracted by the government.,2,2000.0;2004.0,0,3
9835E52B89C4ABCE,increase the payroll tax to better finance social security in its current form.,Social Security Issues,Indicate which principles you support (if any) regarding Social Security.,d) Increase the payroll tax to better finance Social Security in its current form.,2,2000.0;2004.0,0,3
3845CD69C1D3638A,abolish all federal welfare programs.,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding welfare and poverty.,e) Abolish all federal welfare programs.,2,2004.0;2008.0,0,3
BAD8B2D078C0FE19,abortions should be limited by waiting periods and notification requirements as decided by each state government.,Abortion,Indicate all principles you support concerning abortion.,e) Abortions should be limited by waiting periods and notification requirements as decided by each state government.,2,1996.0;2000.0,0,2
B91551C6A5BC686A,increase spending to build more federal prisons.,Crime,Indicate which principles you support to address crime.,b) Increase spending to build more federal prisons.,2,1996.0;2000.0,0,2
1EBCE51BF5882D89,"in a total of seventy-five (75) words or less, please explain what your two main legislative priorities will be if elected. please explain how you would obtain any additional government funding needed to implement these priorities.",Legislative Priorities,,"In a total of seventy-five (75) words or less, please explain what your two main legislative priorities will be if elected. Please explain how you would obtain any additional government funding needed to implement these priorities.",1,2002.0,0,43
6E08562232C21150,please explain what your two main legislative priorities will be if elected. please explain how you would obtain any additional government funding needed to implement these priorities.,Legislative Priorities,,Please explain what your two main legislative priorities will be if elected. Please explain how you would obtain any additional government funding needed to implement these priorities.,1,1998.0,0,39
85B8EFFC71983C21,"please explain in a total of 75 words or less, your top two or three priorities if elected. if they require additional funding for implementation, please explain how you would obtain this funding.",Legislative Priorities,,"Please explain in a total of 75 words or less, your top two or three priorities if elected. If they require additional funding for implementation, please explain how you would obtain this funding.",1,2006.0,0,28
3F5D09AED88443DA,support national standards for and testing of public school students.,Education Issues,Indicate which principles you support (if any) regarding education.,a) Support national standards for and testing of public school students.,1,2004.0,0,2
770D0AFB443B49F9,"renew the ban on the sale or transfer of semi-automatic guns, except those used for hunting.",Gun Issues,Indicate which principles you support (if any) regarding guns.,"a) Renew the ban on the sale or transfer of semi-automatic guns, except those used for hunting.",1,2004.0,0,2
00805BB4C2E2CD97,"establish a national database of ballistic ""fingerprints"" to track guns used in criminal activities.",Gun Issues,Indicate which principles you support (if any) regarding guns.,"i) Establish a national database of ballistic ""fingerprints"" to track guns used in criminal activities.",1,2004.0,0,2
976D7547FACFC190,support expanding prescription drug coverage under private managed care plans.,Health Issues,Indicate which principles you support (if any) regarding health care.,h) Support expanding prescription drug coverage under private managed care plans.,1,2004.0,0,2
6B9AD4BC7318E2AF,allow laboratories to create new lines of stem cells for additional research.,Health Issues,Indicate which principles you support (if any) regarding health care.,m) Allow laboratories to create new lines of stem cells for additional research.,1,2004.0,0,2
5ADE8EE4F136FCAC,increase the number of visas issued for agricultural workers.,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,c) Increase the number of visas issued for agricultural workers.,1,2004.0,0,2
3004250577A6A502,"relax restrictions barring legal immigrants from using social programs (e.g. public housing, food stamps).",Immigration Issues,Indicate which principles you support (if any) regarding immigration.,"d) Relax restrictions barring legal immigrants from using social programs (e.g. public housing, food stamps).",1,2004.0,0,2
2C20F5A95D5FF2F1,support amnesty for certain illegal immigrants who already reside in the united states.,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,e) Support amnesty for certain illegal immigrants who already reside in the United States.,1,2004.0,0,2
FB67C0CB7390D419,discuss your proposals for the reconstruction of iraq. what funding sources would you use to implement these proposals? (75 words or less. please use an attached page if the space below is not adequate.),"International Aid, International Policy, and Trade Issues, Part 2: International Policy",International Policy1) Indicate which principles you support (if any) regarding the Middle East.2) Indicate which principles you support (if any) regarding Central and East Asia.3) Indicate which principles you support (if any) regarding the United Nations.,d) Discuss your proposals for the reconstruction of Iraq. What funding sources would you use to implement these proposals? (75 words or less. Please use an attached page if the space below is not adequate.),1,2004.0,0,2
82236338205C5781,invest a portion of social security assets collectively in stocks and bonds instead of united states treasury securities.,Social Security Issues,Indicate which principles you support (if any) regarding Social Security.,c) Invest a portion of Social Security assets collectively in stocks and bonds instead of United States Treasury securities.,1,2004.0,0,2
505D80CF6A736006,lower the annual cost-of-living increases.,Social Security Issues,Indicate which principles you support (if any) regarding Social Security.,e) Lower the annual cost-of-living increases.,1,2004.0,0,2
C74FDEFE189C6D78,raise the retirement age for when individuals are eligible to receive full social security benefits.,Social Security Issues,Indicate which principles you support (if any) regarding Social Security.,f) Raise the retirement age for when individuals are eligible to receive full Social Security benefits.,1,2004.0,0,2
C4BA27B747971C3B,regulating the internet is not a responsibility of the federal government.,Technology and Communication Issues,Indicate which principles you support (if any) regarding technology and communication.,g) Regulating the Internet is not a responsibility of the federal government.,1,2004.0,0,2
E149D08DCB277E8E,"on an attached page, disk, or via email, please explain in a total of 75 words or less, your top two or three priorities if elected. if they require additional funding for implementation, please explain how you would obtain this funding.",Legislative Priorities,,"On an attached page, disk, or via email, please explain in a total of 75 words or less, your top two or three priorities if elected. If they require additional funding for implementation, please explain how you would obtain this funding.",1,2004.0,0,2
D4823F880F69312C,other or expanded categories:,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",h) Other or expanded categories:,1,2014.0,0,2
CB046A4CB0B0EC0F,"in the following area, please explain in a total of 100 words or less, your top two or three priorities if elected. if they require additional funding for implementation, please explain how you would obtain this funding.",Legislative Priorities:,,"In the following area, please explain in a total of 100 words or less, your top two or three priorities if elected. If they require additional funding for implementation, please explain how you would obtain this funding.",1,2018.0,0,2
205DD9D173906B57,"in the following area, please explain in a total of 100 words or less, any additional priorities of your campaign that have not been covered in these questions.",Legislative Priorities:,,"In the following area, please explain in a total of 100 words or less, any additional priorities of your campaign that have not been covered in these questions.",1,2022.0,0,2
D752EBFF3CF6AC5C,abortions should be legal in all circumstances as long as the procedure is completed within the first trimester of pregnancy.,Abortion,Indicate all principles you support concerning abortion.,b) Abortions should be legal in all circumstances as long as the procedure is completed within the first trimester of pregnancy.,1,1996.0,0,1
CD1648665197B3CA,the federal government should consider preferences to minority-owned businesses in granting government contracts.,Affirmative Action,Indicate your position concerning affirmative action programs.,a) The federal government should consider preferences to minority-owned businesses in granting government contracts.,1,1996.0,0,1
E4733C7AB98CBE53,the federal government should prosecute cases of discrimination in the public sector.,Affirmative Action,Indicate your position concerning affirmative action programs.,b) The federal government should prosecute cases of discrimination in the public sector.,1,1996.0,0,1
6EE624D48006E9FA,the federal government should prosecute cases of discrimination in the private sector.,Affirmative Action,Indicate your position concerning affirmative action programs.,c) The federal government should prosecute cases of discrimination in the private sector.,1,1996.0,0,1
7DA977CD8FFF7517,the federal government should not provide any affirmative action programs.,Affirmative Action,Indicate your position concerning affirmative action programs.,e) The federal government should not provide any affirmative action programs.,1,1996.0,0,1
B0AD6EF478AFA1D4,establish spending limits on congressional campaigns and provide public funding for complying candidates.,Campaign Finance Reform,Indicate which principles you support regarding campaign finance reform.,b) Establish spending limits on congressional campaigns and provide public funding for complying candidates.,1,1996.0,0,1
C68E76B6C1745298,support legislation that would increase the federal limits on individual contributions.,Campaign Finance Reform,Indicate which principles you support regarding campaign finance reform.,c) Support legislation that would increase the federal limits on individual contributions.,1,1996.0,0,1
778289F96AF6BBC5,remove all legislative limits on campaign financing.,Campaign Finance Reform,Indicate which principles you support regarding campaign finance reform.,e) Remove all legislative limits on campaign financing.,1,1996.0,0,1
365B5D755B1F6302,prosecute youths accused of murder as adults.,Crime,Indicate which principles you support to address crime.,i) Prosecute youths accused of murder as adults.,1,1996.0,0,1
94860E534478FC0B,deport all permanent resident aliens convicted of a felony.,Crime,Indicate which principles you support to address crime.,l) Deport all permanent resident aliens convicted of a felony.,1,1996.0,0,1
4389D26D161C84C0,"eliminate the department of education, thereby giving state and local government greater control over educational issues.",Education,3) Indicate which principles you support concerning education.,"e) Eliminate the Department of Education, thereby giving state and local government greater control over educational issues.",1,1996.0,0,1
903D7AA736606488,"transfer public lands, such as federal forests and range lands, to the jurisdiction of state and local governments.",Environment,Indicate which principles or programs you support regarding America's environment and natural resources.,"a) Transfer public lands, such as federal forests and range lands, to the jurisdiction of state and local governments.",1,1996.0,0,1
9A179B45D676AB7B,require the federal government to reimburse citizens when environmental regulations limit use of privately owned lands.,Environment,Indicate which principles or programs you support regarding America's environment and natural resources.,b) Require the federal government to reimburse citizens when environmental regulations limit use of privately owned lands.,1,1996.0,0,1
FF191E472737AC82,change the endangered species act of 1973 to limit the number of habitats eligible to be designated as endangered.,Environment,Indicate which principles or programs you support regarding America's environment and natural resources.,d) Change the Endangered Species Act of 1973 to limit the number of habitats eligible to be designated as endangered.,1,1996.0,0,1
EBA997BDFCA714D4,revise the 1872 mining law to increase the amounts charged to mining companies using federal lands.,Environment,Indicate which principles or programs you support regarding America's environment and natural resources.,g) Revise the 1872 mining law to increase the amounts charged to mining companies using federal lands.,1,1996.0,0,1
5BC7D7F2F633D83E,increase federal taxes on gasoline and diesel fuels to promote conservation and alternative fuel development.,Environment,Indicate which principles or programs you support regarding America's environment and natural resources.,j) Increase federal taxes on gasoline and diesel fuels to promote conservation and alternative fuel development.,1,1996.0,0,1
B008A27EF40AC55A,economic aid to russia and the former republics should be increased to facilitate democracy and market reforms.,Foreign Policy,8) Indicate your position concerning economic aid to Russia and the former Soviet republics.9) Indicate which principles you support regarding US economic aid to foreign countries.10) Indicate which principles you support regarding the United States - United Nations relationship.,a) Economic aid to Russia and the former republics should be increased to facilitate democracy and market reforms.,1,1996.0,0,1
DF76AF2DD0B35006,economic aid to russia and the former republics should be decreased and/or eliminated.,Foreign Policy,8) Indicate your position concerning economic aid to Russia and the former Soviet republics.9) Indicate which principles you support regarding US economic aid to foreign countries.10) Indicate which principles you support regarding the United States - United Nations relationship.,c) Economic aid to Russia and the former republics should be decreased and/or eliminated.,1,1996.0,0,1
35F28FC8C6A80F32,foreign aid should only be given when extraordinary circumstances and disaster threaten the lives of civilian populations.,Foreign Policy,8) Indicate your position concerning economic aid to Russia and the former Soviet republics.9) Indicate which principles you support regarding US economic aid to foreign countries.10) Indicate which principles you support regarding the United States - United Nations relationship.,a) Foreign aid should only be given when extraordinary circumstances and disaster threaten the lives of civilian populations.,1,1996.0,0,1
FA16F4E4A53385A1,foreign aid should be given to countries only when it is in the security interests of the united states.,Foreign Policy,8) Indicate your position concerning economic aid to Russia and the former Soviet republics.9) Indicate which principles you support regarding US economic aid to foreign countries.10) Indicate which principles you support regarding the United States - United Nations relationship.,b) Foreign aid should be given to countries only when it is in the security interests of the United States.,1,1996.0,0,1
998D9AB229585EE7,foreign aid should be maintained at current levels.,Foreign Policy,8) Indicate your position concerning economic aid to Russia and the former Soviet republics.9) Indicate which principles you support regarding US economic aid to foreign countries.10) Indicate which principles you support regarding the United States - United Nations relationship.,d) Foreign aid should be maintained at current levels.,1,1996.0,0,1
656240776CCC1C79,the us should contribute more funding and troops to united nations peacekeeping missions.,Foreign Policy,8) Indicate your position concerning economic aid to Russia and the former Soviet republics.9) Indicate which principles you support regarding US economic aid to foreign countries.10) Indicate which principles you support regarding the United States - United Nations relationship.,a) The US should contribute more funding and troops to United Nations peacekeeping missions.,1,1996.0,0,1
E10DB080C8EBE4A8,the us should pay the money it owes to the united nations.,Foreign Policy,8) Indicate your position concerning economic aid to Russia and the former Soviet republics.9) Indicate which principles you support regarding US economic aid to foreign countries.10) Indicate which principles you support regarding the United States - United Nations relationship.,d) The US should pay the money it owes to the United Nations.,1,1996.0,0,1
C5388A13C0F6EF6D,the us should withdraw from the un completely.,Foreign Policy,8) Indicate your position concerning economic aid to Russia and the former Soviet republics.9) Indicate which principles you support regarding US economic aid to foreign countries.10) Indicate which principles you support regarding the United States - United Nations relationship.,e) The US should withdraw from the UN completely.,1,1996.0,0,1
D494E217A53950FA,expand the nationwide ban on the sale or transfer of assault weapons to include all forms of semi-automatic weapons.,Gun Issues,Indicate which principles you support concerning gun issues.,a) Expand the nationwide ban on the sale or transfer of assault weapons to include all forms of semi-automatic weapons.,1,1996.0,0,1
83DC9F6C4FD7F403,maintain all federal registration procedures and restrictions on possessing firearms.,Gun Issues,Indicate which principles you support concerning gun issues.,c) Maintain all federal registration procedures and restrictions on possessing firearms.,1,1996.0,0,1
CF3EC0F5F7D0E721,allow law-abiding citizens to carry concealed firearms that are legally owned and registered.,Gun Issues,Indicate which principles you support concerning gun issues.,f) Allow law-abiding citizens to carry concealed firearms that are legally owned and registered.,1,1996.0,0,1
EEAF2D84AAADE3D4,provide vouchers to the working poor so they can buy into a private health care plan.,Health Care,Indicate which principles you support regarding America's health care system.,b) Provide vouchers to the working poor so they can buy into a private health care plan.,1,1996.0,0,1
83E0FEAC3326106A,"support a ""managed competition"" health care plan to contain costs and improve access that does not include mandated health alliances, government cost control powers, or employer/employee mandates.",Health Care,Indicate which principles you support regarding America's health care system.,"d) Support a ""managed competition"" health care plan to contain costs and improve access that does not include mandated health alliances, government cost control powers, or employer/employee mandates.",1,1996.0,0,1
F22A722C36627BA3,establish limits on the amount of damages awarded in medical malpractice lawsuits.,Health Care,Indicate which principles you support regarding America's health care system.,g) Establish limits on the amount of damages awarded in medical malpractice lawsuits.,1,1996.0,0,1
201BD84F5912E645,"require drug testing for federal employees in sensitive positions (air traffic control, national park police, secret service, etc.).",Illegal Drugs,Indicate which principles you support concerning illegal drugs.,"d) Require drug testing for federal employees in sensitive positions (Air Traffic Control, National Park Police, Secret Service, etc.).",1,1996.0,0,1
7C124B10E020F4FD,"strengthen current laws dealing with non-controlled substances, including inhalants and commercially available pills.",Illegal Drugs,Indicate which principles you support concerning illegal drugs.,"e) Strengthen current laws dealing with non-controlled substances, including inhalants and commercially available pills.",1,1996.0,0,1
AB6E0CC1286984F4,increase funding of federally-sponsored drug education and drug treatment programs.,Illegal Drugs,Indicate which principles you support concerning illegal drugs.,f) Increase funding of federally-sponsored drug education and drug treatment programs.,1,1996.0,0,1
EAC9C143108BFA46,decriminalize the possession and private use of marijuana.,Illegal Drugs,Indicate which principles you support concerning illegal drugs.,g) Decriminalize the possession and private use of marijuana.,1,1996.0,0,1
98F835D28580A3F0,further limit the number of immigrants allowed into the country.,Immigration,Indicate which principles you support regarding issues relating to immigration.,a) Further limit the number of immigrants allowed into the country.,1,1996.0,0,1
F152579408A03850,ease citizenship requirements in order to make it easier for immigrants to become united states citizens.,Immigration,Indicate which principles you support regarding issues relating to immigration.,c) Ease citizenship requirements in order to make it easier for immigrants to become United States citizens.,1,1996.0,0,1
6B24539B27BA0C49,"restrict the eligibility of legal immigrants for certain social programs (i.e. afdc, hud housing, food stamps, etc.).",Immigration,Indicate which principles you support regarding issues relating to immigration.,"f) Restrict the eligibility of legal immigrants for certain social programs (i.e. AFDC, HUD housing, food stamps, etc.).",1,1996.0,0,1
E863666DD266F5EA,"children of illegal immigrants, born in the united states, should not automatically receive us citizenship.",Immigration,Indicate which principles you support regarding issues relating to immigration.,"g) Children of illegal immigrants, born in the United States, should not automatically receive US citizenship.",1,1996.0,0,1
CE0973CA85E077FE,increase funding of homeless shelters and low income housing projects.,Poverty and Homelessness,Indicate which principles you support regarding the poor and homeless.,b) Increase funding of homeless shelters and low income housing projects.,1,1996.0,0,1
522135DDEBA64D90,increase funding of programs that help alcoholics and drug addicts recover and find steady work.,Poverty and Homelessness,Indicate which principles you support regarding the poor and homeless.,c) Increase funding of programs that help alcoholics and drug addicts recover and find steady work.,1,1996.0,0,1
6E1F592F69594D58,provide government jobs for those who wish to work and cannot find a job in the private sector.,Poverty and Homelessness,Indicate which principles you support regarding the poor and homeless.,f) Provide government jobs for those who wish to work and cannot find a job in the private sector.,1,1996.0,0,1
705519D7EEEBF808,implement tighter restrictions on firearm sales in an effort to hinder terrorist groups from stockpiling weapon arsenals.,Terrorism,Indicate which principles you support concerning terrorism.,d) Implement tighter restrictions on firearm sales in an effort to hinder terrorist groups from stockpiling weapon arsenals.,1,1996.0,0,1
C83549423B764872,maintain limits on the authority of federal agencies investigating suspected terrorists.,Terrorism,Indicate which principles you support concerning terrorism.,f) Maintain limits on the authority of federal agencies investigating suspected terrorists.,1,1996.0,0,1
4BE7C1FD594D489E,restrict the investigative authority of the fbi and other governmental agencies.,Terrorism,Indicate which principles you support concerning terrorism.,g) Restrict the investigative authority of the FBI and other governmental agencies.,1,1996.0,0,1
05D6B648CCE657F0,eliminate government regulations of the private sector in order to encourage investment and economic expansion.,Unemployment,Indicate which principles you support regarding unemployment.,d) Eliminate government regulations of the private sector in order to encourage investment and economic expansion.,1,1996.0,0,1
D0AF6AAAD822B771,overhaul the current unemployment system by focusing on training and education in skills needed in certain industries.,Unemployment,Indicate which principles you support regarding unemployment.,f) Overhaul the current unemployment system by focusing on training and education in skills needed in certain industries.,1,1996.0,0,1
3847E68634BE7FC7,eliminate any governmental programs designed to reduce unemployment.,Unemployment,Indicate which principles you support regarding unemployment.,g) Eliminate any governmental programs designed to reduce unemployment.,1,1996.0,0,1
02D56BEDF3C2D7A2,require welfare recipients to accept some form of government-sponsored job after two years if unemployed in the private sector.,Welfare,Indicate which principles you support regarding the US welfare system.,c) Require welfare recipients to accept some form of government-sponsored job after two years if unemployed in the private sector.,1,1996.0,0,1
64B9667ED822BC69,provide rent or housing supplement vouchers for low-income families.,Welfare,Indicate which principles you support regarding the US welfare system.,g) Provide rent or housing supplement vouchers for low-income families.,1,1996.0,0,1
D156C0A967CA05A4,make no substantial changes at this time.,Welfare,Indicate which principles you support regarding the US welfare system.,h) Make no substantial changes at this time.,1,1996.0,0,1
3D78917764D78B8D,"should your priorities require additional government funding, please explain how you intend to obtain the additional funding.",Legislative Priorities,,"2) Should your priorities require additional government funding, please explain how you intend to obtain the additional funding.",1,1996.0,0,1
4F3E7EC450804542,"abortions should be illegal when the fetus is viable, with or without life support.",Abortion Issues,Indicate which principles you support (if any) concerning abortion.,"b) Abortions should be illegal when the fetus is viable, with or without life support.",1,2000.0,0,1
3ABE016C02E5929E,"prohibit the dilation and extraction procedure, also known as ""partial birth"" abortion.",Abortion Issues,Indicate which principles you support (if any) concerning abortion.,"h) Prohibit the dilation and extraction procedure, also known as ""partial birth"" abortion.",1,2000.0,0,1
CFAA6B81A72C51A1,"support ""buffer-zones"" by requiring demonstrators to stay at least five feet from abortion clinic doorways and driveways.",Abortion Issues,Indicate which principles you support (if any) concerning abortion.,"j) Support ""buffer-zones"" by requiring demonstrators to stay at least five feet from abortion clinic doorways and driveways.",1,2000.0,0,1
B17CC1CE4807BB0B,support public taxpayer funding for congressional candidates who comply with campaign spending limits.,Campaign Finance Issues,Indicate which principles you support (if any) regarding campaign finance issues.,a) Support public taxpayer funding for Congressional candidates who comply with campaign spending limits.,1,2000.0,0,1
41342A6E8C557ED3,provide free or low-cost television advertising to candidates who agree to voluntary campaign spending limits.,Campaign Finance Issues,Indicate which principles you support (if any) regarding campaign finance issues.,d) Provide free or low-cost television advertising to candidates who agree to voluntary campaign spending limits.,1,2000.0,0,1
DF830BAB06565F1C,"remove all contribution limits on federal candidates and parties, but require complete and immediate disclosure via the internet.",Campaign Finance Issues,Indicate which principles you support (if any) regarding campaign finance issues.,"i) Remove all contribution limits on federal candidates and parties, but require complete and immediate disclosure via the Internet.",1,2000.0,0,1
15BB7131EFEEB9DD,require congressional candidates to raise over half of their campaign money from their home state.,Campaign Finance Issues,Indicate which principles you support (if any) regarding campaign finance issues.,j) Require Congressional candidates to raise over half of their campaign money from their home state.,1,2000.0,0,1
E4FDCADC0E516377,increase penalties for crimes committed on school grounds.,Crime Issues,Indicate which principles you support (if any) to address crime.,f) Increase penalties for crimes committed on school grounds.,1,2000.0,0,1
83E8576234A30E60,"prosecute as adults, youths accused of a felony.",Crime Issues,Indicate which principles you support (if any) to address crime.,"k) Prosecute as adults, youths accused of a felony.",1,2000.0,0,1
1D451A345C0BA0EA,provide block grants to states for implementation of programs to combat juvenile crime.,Crime Issues,Indicate which principles you support (if any) to address crime.,l) Provide block grants to states for implementation of programs to combat juvenile crime.,1,2000.0,0,1
40B59E96E5443BD1,impose harsher penalties for youths convicted of violent offenses.,Crime Issues,Indicate which principles you support (if any) to address crime.,m) Impose harsher penalties for youths convicted of violent offenses.,1,2000.0,0,1
A0BB7F2261EE4079,"allow parents to use tax-free savings accounts to send their children to any participating school: public, private or religious.",Education Issues,Indicate which principles you support (if any) concerning education (K-12).,"e) Allow parents to use tax-free savings accounts to send their children to any participating school: public, private or religious.",1,2000.0,0,1
86828B33B20E678D,"promote education flexibility by giving federal funds, in the form of block grants, to the states to spend it as they see fit.",Education Issues,Indicate which principles you support (if any) concerning education (K-12).,"g) Promote education flexibility by giving federal funds, in the form of block grants, to the states to spend it as they see fit.",1,2000.0,0,1
778FF26850FE42B0,"eliminate restrictions on federal education funding, giving educators or local school districts more flexibility to design and implement their programs.",Education Issues,Indicate which principles you support (if any) concerning education (K-12).,"l) Eliminate restrictions on federal education funding, giving educators or local school districts more flexibility to design and implement their programs.",1,2000.0,0,1
3B73F3B156019509,eliminate federal financial aid for individuals convicted of drug offenses.,Education Issues,Indicate which principles you support (if any) concerning education (K-12).,n) Eliminate federal financial aid for individuals convicted of drug offenses.,1,2000.0,0,1
F51FCF568F985465,eliminate any federal programs designed to reduce unemployment.,Employment and Affirmative Action Issues,Indicate which principles you support (if any) regarding employment and affirmative action.,e) Eliminate any federal programs designed to reduce unemployment.,1,2000.0,0,1
1765CA2AFD6376BB,waive environmental review requirements for grazing permits.,Environmental Issues,Indicate which principles you support (if any) regarding America's environment and natural resources.,c) Waive environmental review requirements for grazing permits.,1,2000.0,0,1
1C0A3E8CF0A6D8CF,strengthen logging restrictions on federal lands.,Environmental Issues,Indicate which principles you support (if any) regarding America's environment and natural resources.,i) Strengthen logging restrictions on federal lands.,1,2000.0,0,1
25FCBB570323CD60,reduce current federal regulations on the environment.,Environmental Issues,Indicate which principles you support (if any) regarding America's environment and natural resources.,j) Reduce current federal regulations on the environment.,1,2000.0,0,1
F96074E72C11F50B,give states added flexibility from the federal government in enforcing and funding federal environment regulations.,Environmental Issues,Indicate which principles you support (if any) regarding America's environment and natural resources.,k) Give states added flexibility from the federal government in enforcing and funding federal environment regulations.,1,2000.0,0,1
365F09420DDDC6DB,increase penalties for the possession of any illegal guns.,Gun Issues,Indicate which principles you support (if any) concerning gun issues.,g) Increase penalties for the possession of any illegal guns.,1,2000.0,0,1
DC8B01CC084F0E43,"increase the eligibility of legal immigrants for certain social programs (e.g. public housing, food stamps).",Immigration Issues,Indicate which principles you support (if any) regarding immigration.,"b) Increase the eligibility of legal immigrants for certain social programs (e.g. public housing, food stamps).",1,2000.0,0,1
0592065077C61341,grant u.s. citizenship to children born in the us only if their parents immigrated legally.,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,f) Grant U.S. citizenship to children born in the US only if their parents immigrated legally.,1,2000.0,0,1
161FD7B22ACBA91C,increase the immigration quota for computer scientists and other information technology workers.,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,g) Increase the immigration quota for computer scientists and other information technology workers.,1,2000.0,0,1
E62F9FFB7DF94F02,support the separation of the ins into two bureaus: one administering naturalization and one administering border patrol.,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,i) Support the separation of the INS into two bureaus: one administering naturalization and one administering border patrol.,1,2000.0,0,1
809CDED40020ACA3,increase state autonomy in handling immigration issues.,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,j) Increase state autonomy in handling immigration issues.,1,2000.0,0,1
2582074FE7BBCBD1,reimburse states for providing services to illegal aliens.,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,k) Reimburse states for providing services to illegal aliens.,1,2000.0,0,1
C4801694EA70C4D8,aid programs should be scaled back and eventually eliminated except for extraordinary circumstances.,"International Aid, International Policy and Trade Issues, Part 1: International Aid",International AidIndicate which principles (if any) you support regarding U.S. International Aid.,e) Aid programs should be scaled back and eventually eliminated except for extraordinary circumstances.,1,2000.0,0,1
3DEC9BBC83F7EF3E,the u.s. should resolve future disputes with iraq only through diplomatic means.,"International Aid, International Policy and Trade Issues, Part 2: International Policy",International PolicyIndicate which principles you support (if any) regarding the Middle East.Indicate which principles you support (if any) regarding the United States-United Nations relationship.,a) The U.S. should resolve future disputes with Iraq only through diplomatic means.,1,2000.0,0,1
9E2579AE37F50AC3,the u.s. should take unilateral military action if iraq does not comply with all accepted united nations resolutions.,"International Aid, International Policy and Trade Issues, Part 2: International Policy",International PolicyIndicate which principles you support (if any) regarding the Middle East.Indicate which principles you support (if any) regarding the United States-United Nations relationship.,b) The U.S. should take unilateral military action if Iraq does not comply with all accepted United Nations resolutions.,1,2000.0,0,1
CA57BEBAA0DE3D5E,the u.s. should end the economic embargo against iraq.,"International Aid, International Policy and Trade Issues, Part 2: International Policy",International PolicyIndicate which principles you support (if any) regarding the Middle East.Indicate which principles you support (if any) regarding the United States-United Nations relationship.,d) The U.S. should end the economic embargo against Iraq.,1,2000.0,0,1
5E921C40A3B17F77,the u.s. should not continue to play a prominent leadership role in the peace process between israel and the palestine authority.,"International Aid, International Policy and Trade Issues, Part 2: International Policy",International PolicyIndicate which principles you support (if any) regarding the Middle East.Indicate which principles you support (if any) regarding the United States-United Nations relationship.,e) The U.S. should not continue to play a prominent leadership role in the peace process between Israel and the Palestine Authority.,1,2000.0,0,1
A2145AEEDAD654D7,the u.s. should participate in united nations peacekeeping missions only when vital u.s. interests are involved.,"International Aid, International Policy and Trade Issues, Part 2: International Policy",International PolicyIndicate which principles you support (if any) regarding the Middle East.Indicate which principles you support (if any) regarding the United States-United Nations relationship.,a) The U.S. should participate in United Nations peacekeeping missions only when vital U.S. interests are involved.,1,2000.0,0,1
