canonical_candidate_id,year,chamber,district,party,candidate_name,canonical_incumbent,inferred_prior_winner,expected_prior_officeholder,proposed_people_id,proposed_member_name,proposed_member_chamber,recovery_method,recovery_confidence
AL-2002-house-23-D-ROBINSON-JOHN,2002,house,23,D,"Robinson, John",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-58-D-ROBINSON-OLIVER,2002,house,58,D,"Robinson, Oliver",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-104-D-ROCKHOLD,1994,house,104,D,Lois M. Rockhold,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-104-D-ROCKHOLD,1998,house,104,D,Rockhold,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-52-D-ROGER-JOHN-W-JR,2002,house,52,D,"Roger, John W., Jr.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-36-R-ROGERS,1994,house,36,R,Mike Rogers,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-52-D-ROGERS,1994,house,52,D,Rogers,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-43-D-ROMEI,1994,house,43,D,David Romei,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-senate-11-D-RON-CRUMPTON,2014,senate,11,D,Ron Crumpton,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-house-32-R-RON-STRUZIK,2010,house,32,R,RON STRUZIK,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-senate-29-D-RONNIE-HELMS,2006,senate,29,D,RONNIE HELMS,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-house-93-D-RONNIE-HELMS,2010,house,93,D,RONNIE HELMS,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-26-D-ROSS-QUINTON-T,2002,senate,26,D,"Ross, Quinton T.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-house-13-R-ROWE,2014,house,13,R,Rowe,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-senate-16-D-RUSS-PARKER,2006,senate,16,D,RUSS PARKER,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-60-R-RUSSELL,1998,house,60,R,David Russell,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-house-47-D-SALVATORE-BAMBINELLI,2014,house,47,D,Salvatore Bambinelli,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-20-D-SANDERFORD,1994,house,20,D,Sanderford,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-20-R-SANDERFORD-HOWARD,2002,house,20,R,James Howard Sanderford,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-senate-26-R-SANDERS,1998,senate,26,R,Sanders,0,True,True,,,,no_unique_deterministic_recovery,none
AL-1994-house-43-R-SANDERSON,1994,house,43,R,Allen Sanderson,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-6-D-SCHMITZ,1994,house,6,D,Sue Schmitz,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-6-D-SCHMITZ,1998,house,6,D,Sue Schmitz,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-6-D-SCHMITZ-SUE,2002,house,6,D,Sue Schmitz,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-senate-35-D-SCOTT-A-BUZBEE,2010,senate,35,D,SCOTT A BUZBEE,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-33-D-SCOTT-BREWER,2018,house,33,D,Scott Brewer,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-9-R-SCOTT-STONE,2006,house,9,R,SCOTT STONE,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-87-R-SEIBENHENER,1994,house,87,R,Riley Seibenhener,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-87-R-SEIBENHENER,1998,house,87,R,Riley Seibenhener,0,True,True,,,,no_unique_deterministic_recovery,none
AL-1994-senate-28-R-SETTLER,1994,senate,28,R,Settler,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-35-D-SHADDIX,1994,house,35,D,Pat Wayne Shaddix,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-house-98-R-SHARON-L-POWE,2010,house,98,R,SHARON L. POWE,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-15-D-SHARP,1994,house,15,D,Philip L. Sharp,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-31-R-SHAW-MICKEY-B,2002,house,31,R,"Shaw, Mickey B.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-23-R-SHELTON,1998,house,23,R,Delbert Shelton,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-13-D-SHERER-TOMMY,2002,house,13,D,"Sherer, Tommy",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-house-79-D-SHIRLEY-SCOTT-HARRIS,2014,house,79,D,Shirley Scott-Harris,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-86-R-SHUEMAKE,1994,house,86,R,Shuemake,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-35-R-SIMS,1994,house,35,R,Larry P. Sims,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-35-R-SIMS,1998,house,35,R,Larry Paul Sims,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2002-house-35-R-SIMS-LARRY-P,2002,house,35,R,"Sims, Larry P.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-72-D-SINGLETON-BOBBY,2002,house,72,D,"Singleton, Bobby",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-3-R-SMALLWOOD,1994,house,3,R,John Smallwood,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-3-R-SMALLWOOD,1998,house,3,R,John Smallwood,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-4-D-SMITH,1994,house,4,D,Ross Smith,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-42-D-SMITH,1994,house,42,D,Curtis Smith,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-50-D-SMITH,1994,house,50,D,Smith,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-10-R-SMITH,1994,senate,10,R,Smith,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-10-D-SMITH,1998,house,10,D,Pamela Smith,0,True,True,,,,no_unique_deterministic_recovery,none
AL-1998-senate-10-R-SMITH,1998,senate,10,R,Roy Smith,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-85-R-SMITH-GARY-L,2002,house,85,R,Gary L. Smith,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-29-R-SMITH-HARRI-ANNE,2002,senate,29,R,"Smith, Harri Anne",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-10-D-SMITH-PAM,2002,house,10,D,"Smith, Pam",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-3-R-SMITH-TERRY,2002,senate,3,R,"Smith, Terry",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-18-D-SMITHERMAN-RODGER-M,2002,senate,18,D,"Smitherman, Rodger M.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-105-R-SPENCER-COLLIER,2006,house,105,R,SPENCER COLLIER,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-91-D-SPICER,1994,house,91,D,Spicer,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-91-D-SPICER-TERRY,2002,house,91,D,"Spicer, Terry",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-59-D-SPRATT,1994,house,59,D,Spratt,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-11-D-SPRAYBERRY,1994,senate,11,D,Sprayberry,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-22-R-STAMM-DAVID-L,2002,house,22,R,"Stamm, David L.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-63-D-STANLEY,1998,house,63,D,Andrea Stanley,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-senate-18-R-STANLEY-NANCE,2006,senate,18,R,Stanley Nance,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-1-D-STARKEY,1994,house,1,D,Nelson R. Starkey Jr.,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-1-D-STARKEY,1998,house,1,D,Nelson R. Starkey Jr.,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2002-house-1-D-STARKEY-NELSON,2002,house,1,D,"Starkey, Nelson",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-senate-35-D-STATEN,1998,senate,35,D,Charlie Staten,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-24-D-STEELE,1994,senate,24,D,Steele,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-senate-24-D-STEELE,1998,senate,24,D,Charles Steele Jr.,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2002-senate-24-D-STEELE-CHARLES-JR,2002,senate,24,D,"Steele, Charles, Jr.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-97-R-STEPHEN-MCNAIR,2018,house,97,R,Stephen McNair,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-28-R-STEPHENS,1998,house,28,R,Stephens,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-house-35-R-STEVEN-M-DEAN,2010,house,35,R,STEVEN M. DEAN,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-67-R-STORY-MARK-A,2002,house,67,R,Mark A. Story,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-105-D-STRAUB,1998,house,105,D,Lynda Straub,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-4-D-SUE-MITCHELL,2006,house,4,D,SUE MITCHELL,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-6-D-SUE-SCHMITZ,2006,house,6,D,SUE SCHMITZ,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-34-D-SULLIVAN,1994,senate,34,D,Sullivan,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-66-D-SUSAN-E-SMITH,2018,house,66,D,Susan E. Smith,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-house-63-D-SUSAN-PACE-HAMILL,2010,house,63,D,SUSAN PACE HAMILL,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-senate-22-D-SUSAN-SMITH,2014,senate,22,D,Susan Smith,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-72-R-SUTTON,1998,house,72,R,Goodloe Sutton,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-15-D-SUZANNA-COLEMAN,2018,house,15,D,Suzanna Coleman,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-senate-17-D-T-E-TOMMY-HUDSON,2010,senate,17,D,T. E. 'Tommy' HUDSON,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-35-D-TANNER-GARY,2002,senate,35,D,Gary Tanner,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-2-R-TATUM,1998,house,2,R,Tex Tatum,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-senate-12-D-TAYLOR-STEWART,2014,senate,12,D,Taylor Stewart,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-senate-27-R-TEEL,1998,senate,27,R,Teel,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-88-R-TEMPLENTON,1994,house,88,R,Templenton,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-21-D-TERRY-JONES,2018,house,21,D,C. Terry Jones,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-49-R-THOMAS,1994,house,49,R,Dave Thomas,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-27-R-THOMAS,1998,house,27,R,Thomas,0,True,True,,,,no_unique_deterministic_recovery,none
AL-1998-house-49-R-THOMAS,1998,house,49,R,Dave Thomas,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-senate-12-D-THOMAS,1998,senate,12,D,"Cleophus Thomas, Jr.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-34-R-THOMAS-ELWYN,2002,house,34,R,"Thomas, Elwyn",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-69-D-THOMAS-JAMES-L,2002,house,69,D,"Thomas, James L.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-61-D-THOMAS-TOMMY-HYCHE,2018,house,61,D,"Thomas ""Tommy"" Hyche",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-66-R-THOMSON,1994,house,66,R,Michael H. Thomson,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-house-78-R-TIJUANNA-ADETUNJI,2014,house,78,R,Tijuanna Adetunji,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-house-80-D-TILLMAN-PUGH,2014,house,80,D,Tillman Pugh,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-senate-9-D-TIM-MITCHELL,2010,senate,9,D,TIM MITCHELL,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-house-39-R-TIM-SPRAYBERRY,2010,house,39,R,TIM SPRAYBERRY,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-62-D-TINGLE,1998,house,62,D,Jerry Michael Tingle,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-21-R-TINGLE-JERRY,2002,senate,21,R,"Tingle, Jerry",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-senate-35-D-TOM-HOLMES,2018,senate,35,D,Tom Holmes,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-40-R-TOM-SHELTON,2006,house,40,R,TOM SHELTON,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-7-R-TONDERA,1994,senate,7,R,Tondera,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-50-R-TOWNSEND,1994,house,50,R,Jim Townsend,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-102-D-TURNER,1994,house,102,D,Turner,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-102-R-TURNER,1998,house,102,R,Turner,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2002-house-102-R-TURNER-J-E,2002,house,102,R,"Turner, J.E.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-15-D-TURNER-JOHN,2002,senate,15,D,"Turner, John",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-79-D-TURNHAM,1994,house,79,D,Pete Turnham,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-80-D-VANCE-LESLEY,2002,house,80,D,"Vance, Lesley",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-63-D-VANDERMEER-JEANETTE,2002,house,63,D,"VanderMeer, Jeanette",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-73-D-VAUGHAN,1994,house,73,D,Vaughan,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-house-4-D-VAUGHN-GOODWIN,2010,house,4,D,VAUGHN GOODWIN,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-31-D-VENABLE,1994,house,31,D,Venable,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-31-D-VENABLE,1998,house,31,D,Jack B. Venable,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2002-house-31-D-VENABLE-JACK-B,2002,house,31,D,"Venable, Jack B.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-51-D-VERONICA-R-JOHNSON,2018,house,51,D,Veronica R. Johnson,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-house-43-D-VIRGINIA-SWEET,2010,house,43,D,Virginia Sweet,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-16-D-WAGGONER,1994,senate,16,D,Waggoner,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-16-R-WAGGONER-J-T-JABO,2002,senate,16,R,"Waggoner, J.T. ""Jabo""",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-16-R-WALDON,1998,house,16,R,Jackie C. Waldon,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-67-R-WALKER,1994,house,67,R,Walker,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-19-R-WALKER-CLIFF,2002,senate,19,R,"Walker, Cliff",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-14-R-WALLACE,1998,house,14,R,Donald Wallace,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-senate-12-D-WALLACE-WYATT-JR,2010,senate,12,D,William Wallace Wyatt Jr.,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-house-30-D-WALLY-BURNS,2010,house,30,D,Walter Wally Burns Jr.,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-house-90-D-WALTON-HICKMAN,2014,house,90,D,Walton Hickman,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-49-R-WARD-CAM,2002,house,49,R,"Ward, Cam",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-27-R-WARD-KEITH-J,2002,senate,27,R,"Ward, Keith J.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-64-D-WARREN,1994,house,64,D,Warren,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-64-D-WARREN,1998,house,64,D,J. E. (Jimmy) Warren,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2002-house-64-D-WARREN-J-E-JIMMY,2002,house,64,D,"Warren, J.E. ""Jimmy""",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-59-R-WASHINGTON-WILLIAM,2002,house,59,R,"Washington, William",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-house-98-R-WAYNE-E-BIGGS,2014,house,98,R,Wayne E. Biggs,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-104-D-WEBSTER-DANIEL-J,2002,house,104,D,"Webster, Daniel J.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-17-R-WESTBROOKS-MIKE,2002,house,17,R,Mike Westbrooks,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-66-D-WHITE,1994,house,66,D,White,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-11-D-WHITE,1998,house,11,D,White,0,True,True,,,,no_unique_deterministic_recovery,none
AL-1998-house-66-D-WHITE,1998,house,66,D,F. P. Skippy White,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-66-D-WHITE-F-P-SKIPPY,2002,house,66,D,"White, F.P. ""Skippy""",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-31-R-WHITE-GREGORY-B,2002,senate,31,R,"White, Gregory B.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-20-D-WILBURN,1998,house,20,D,Don Wilburn,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-65-R-WILKINS,1994,house,65,R,James K. Wilkins,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-62-D-WILL-BENTON,2018,house,62,D,Will Benton,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-92-R-WILLIAM-E-BLOCKER,2006,house,92,R,WILLIAM E. BLOCKER,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-84-D-WILLIAM-M-BILLY-BEASLEY,2006,house,84,D,"WILLIAM M. ""Billy"" BEASLEY",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-72-R-WILLIAMS,1994,house,72,R,Williams,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-93-D-WILLIAMS,1994,house,93,D,Williams,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-senate-24-R-WILLIAMS,1998,senate,24,R,Williams,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-10-R-WILLIAMS-DAVID-L,2002,senate,10,R,"Williams, David L.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-65-R-WILLIAMS-NICK,2002,house,65,R,Nick Williams,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-34-D-WILLIS,1994,house,34,D,Willis,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-5-D-WILSON,1994,senate,5,D,Robert T. Wilson Jr.,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-35-D-WINDOM,1994,senate,35,D,Steve Windom,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-36-R-WOOD-RANDY,2002,house,36,R,"Wood, Randy",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-60-R-WRIGHT,1994,house,60,R,Wright,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-house-74-D-ZACK-BUCKNER,2014,house,74,D,Zack Buckner,0,False,False,,,,no_unique_deterministic_recovery,none
