act_id,act_year,act_number,act_citation,measure_type,measure_number,origin_chamber,title,approval_label,approval_date_raw,source_volume_year,source_file,ordinal_in_volume,ocr_block_characters,act_key,source_observations,distinct_measure_types,distinct_measure_numbers,identity_conflict,is_canonical_observation
ALACT-9AA8C71B6C7C1462,1998,386,98-386,H,724.0,H,,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,382,1813,1998-386,1,1,1,False,True
ALACT-1919132EE1A794AB,1998,387,98-387,,,,,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,383,2837,1998-387,1,0,0,False,True
ALACT-33F7D2D0959383A2,1998,388,98-388,H,779.0,H,,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,384,2907,1998-388,1,1,1,False,True
ALACT-CB657DE4FF57E611,1998,389,98-389,H,737.0,H,,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,385,3452,1998-389,1,1,1,False,True
ALACT-465FED42DBFFDE95,1998,390,98-390,H,378.0,H,,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,386,1832,1998-390,1,1,1,False,True
ALACT-A6E8236F79355E38,1998,391,98-391,H,836.0,H,,Approved,"April 27, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,387,31280,1998-391,1,1,1,False,True
ALACT-097D7A7F50F54594,1998,392,98-392,H,93.0,H,,Approved,"April 27, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,388,62523,1998-392,1,1,1,False,True
ALACT-4C64EC18C824C7D8,1998,394,98-394,H,815.0,H,,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,389,2897,1998-394,1,1,1,False,True
ALACT-61033C08A29A8056,1998,395,98-395,H,824.0,H,,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,390,6573,1998-395,1,1,1,False,True
ALACT-C897B3A1F0A2A99F,1998,397,98-397,H,945.0,H,,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,391,3154,1998-397,1,1,1,False,True
ALACT-542E5F4B65A47433,1998,398,98-398,H,954.0,H,,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,392,2991,1998-398,1,1,1,False,True
ALACT-7C94380D90BA2392,1998,399,98-399,H,908.0,H,,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,393,2136,1998-399,1,1,1,False,True
ALACT-9BC687EF6F1F9E82,1998,400,98-400,H,781.0,H,,approved,by the governing body of the Cuunly or the City of,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,394,5430,1998-400,1,1,1,False,True
ALACT-84FAFC656198D66B,1998,401,98-401,S,684.0,S,,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,395,2857,1998-401,1,1,1,False,True
ALACT-6BCA82E2F1F78723,1998,402,98-402,H,972.0,H,,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,396,3073,1998-402,1,1,1,False,True
ALACT-2089A37E4B2F90D1,1998,403,98-403,H,975.0,H,,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,397,9424,1998-403,1,1,1,False,True
ALACT-79DD9C1D53C4A155,1998,405,98-405,S,631.0,S,,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,398,7199,1998-405,1,1,1,False,True
ALACT-96C341F9D82317CE,1998,406,98-406,S,677.0,S,,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,399,3078,1998-406,1,1,1,False,True
ALACT-0346816AA6788DD4,1998,407,98-407,S,685.0,S,,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,400,2836,1998-407,1,1,1,False,True
ALACT-81BB551387E28EEE,1998,408,98-408,H,871.0,H,,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,401,3249,1998-408,1,1,1,False,True
ALACT-00E8A2EC85AB2A2A,1998,409,98-409,S,604.0,S,,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,402,6845,1998-409,1,1,1,False,True
ALACT-A5E809D8D2BBA6C6,1998,410,98-410,H,603.0,H,,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,403,2840,1998-410,1,1,1,False,True
ALACT-F5EE4F3B2D1873CB,1998,411,98-411,H,849.0,H,,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,404,2902,1998-411,1,1,1,False,True
ALACT-F0B47408EAF349B7,1998,412,98-412,H,195.0,H,,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,405,9014,1998-412,1,1,1,False,True
ALACT-A8DE347E84F857D7,1998,413,98-413,H,437.0,H,,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,406,10504,1998-413,1,1,1,False,True
ALACT-CAEB10F7A2125FAD,1998,414,98-414,S,601.0,S,,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,407,1028,1998-414,1,1,1,False,True
ALACT-3DC12EE375F31444,1998,415,98-415,S,584.0,S,,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,408,1513,1998-415,1,1,1,False,True
ALACT-6D8EA71675F54A80,1998,416,98-416,S,81.0,S,,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,409,919,1998-416,1,1,1,False,True
ALACT-DE408FC730EAAFCF,1998,417,98-417,HJR,278.0,H,COMMENDING THE UNIVERSITY OF SOUTH ALABAMA MEN’S BASKETBALL TEAM ON WINNING THE SUNBELT CONFERENCE CHAMPIONSHIP,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,410,2085,1998-417,1,1,1,False,True
ALACT-89F4B0174D04CA1E,1998,418,98-418,HJR,411.0,H,COMMENDING THE BEVILL STATE COMMUNITY COL¬ LEGE MEN’S BASKETBALL TEAM AND COACH RICK BOLLING FOR OUTSTANDING ACHIEVEMENT,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,411,2294,1998-418,1,1,1,False,True
ALACT-67B379F3C4D4D73D,1998,419,98-419,HJR,412.0,H,COMMENDING WRIGHT’S TOURS AND CHARTER SER¬ VICE FOR OUTSTANDING SERVICE,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,412,1707,1998-419,1,1,1,False,True
ALACT-5BF47AD41453F523,1998,420,98-420,HJR,422.0,H,COMMENDING BROOKE JANASKY ON HER OUTSTAND¬ ING ACHIEVEMENTS AS MISS SPRINGDALE OF 1998,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,413,1838,1998-420,1,1,1,False,True
ALACT-FCEA694EC7069439,1998,421,98-421,HJR,281.0,H,COMMENDING DENNIS L. IRELAND FOR HIS OUT¬ STANDING LEADERSHIP WITH ALCAP,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,414,1768,1998-421,1,1,1,False,True
ALACT-1A86E7E1D4C2F62B,1998,422,98-422,HJR,331.0,H,"MOURNING THE DEATH OF GORDON CONWAY OF CLANTON, ALABAMA",Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,415,2541,1998-422,1,1,1,False,True
ALACT-A13A089E9FA5E3B7,1998,423,98-423,HJR,405.0,H,"MOURNING THE DEATH OF JAMES DEFORD HAYS OF HUNTSVILLE, ALABAMA",Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,416,3773,1998-423,1,1,1,False,True
ALACT-3994853C87FC0956,1998,424,98-424,HJR,423.0,H,COMMENDING MARTHA L. MARTIN FOR OUTSTANDING,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,417,1504,1998-424,1,1,1,False,True
ALACT-CC56E8D3FEC6793D,1998,425,98-425,HJR,436.0,H,COMMENDING JAMES RODERICK CORRELL FOR OUT¬ STANDING BRAVERY AND COURAGE,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,418,1753,1998-425,1,1,1,False,True
ALACT-F342DDC2FEF4A9BA,1998,426,98-426,HJR,433.0,H,COMMENDING LUCIOUS CARROLL RICHARDSON ON HIS OUTSTANDING MILITARY ACCOMPLISHMENTS,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,419,2046,1998-426,1,1,1,False,True
ALACT-4D0BBE0E3054E5E5,1998,427,98-427,HJR,464.0,H,COMMENDING PATRICIA GUNTER ODOM UPON HER SELECTION AS 1998 MS. SENIOR ALABAMA,,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,420,4220,1998-427,1,1,1,False,True
ALACT-CB4FE8EDA6DC76B4,1998,428,98-428,HJR,424.0,H,COMMENDING GERALD C. MARTIN FOR DISTINGUISHED SERVICE TO PUBLIC EDUCATION,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,421,2202,1998-428,1,1,1,False,True
ALACT-1F788B796A3E1A1B,1998,429,98-429,HJR,462.0,H,COMMENDING J. LARRY NEWTON ON RETIREMENT,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,422,3191,1998-429,1,1,1,False,True
ALACT-DA793C95743B8E01,1998,430,98-430,HJR,445.0,H,COMMENDING RENATA AMARA STANLEY UPON HER SELECTION AS VALEDICTORIAN OF THEODORE HIGH,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,423,1488,1998-430,1,1,1,False,True
ALACT-929870AFC4B88752,1998,431,98-431,HJR,443.0,H,"HONORING THE MEMORY OF WILLIAM FULLER EWING OF GULF SHORES, ALABAMA",Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,424,1718,1998-431,1,1,1,False,True
ALACT-BC170A52EE1CB603,1998,432,98-432,,,,COMMENDING HARRY C. MARZETTE FOR HIS OUT¬ STANDING EFFORTS IN RESPONDING TO THE ABORTION CLINIC BOMBING,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,425,1828,1998-432,1,0,0,False,True
ALACT-AE05720A1A670658,1998,433,98-433,HJR,334.0,H,"RECOGNIZING MAY 17, 1998, AS ANOREXIA NERVOSA AND RELATED DISORDERS AWARENESS DAY AND COM¬ MENDING CASEY BROWNING",,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,426,1709,1998-433,1,1,1,False,True
ALACT-F5B14EDD5ABDF711,1998,434,98-434,HJR,454.0,H,CONGRATULATING WILLIAM J. AND LEURA GARRETT CANARY ON THE BIRTH OF A DAUGHTER,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,427,2520,1998-434,1,1,1,False,True
ALACT-0D837931C6AB8523,1998,435,98-435,HJR,169.0,H,COMMENDING CYNTHIA L. JOHNSON FOR OUTSTAND¬ ING SERVICE TO THE TUSCALOOSA-WEST ALABAMA COM¬,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,428,2137,1998-435,1,1,1,False,True
ALACT-6B0C8D2F08111A7B,1998,436,98-436,HJR,322.0,H,COMMENDING THE PRATTVILLE HIGH SCHOOL LADY LIONS BASKETBALL TEAM ON AN OUTSTANDING 1997-1998,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,429,1678,1998-436,1,1,1,False,True
ALACT-1E6DFF1D3679F4E0,1998,437,98-437,HJR,260.0,H,"THAILAND^^^^ KITIYA TEERANAVANICH OF BANGKOK,",Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,430,1309,1998-437,1,1,1,False,True
ALACT-49FC0303D3B8B27B,1998,439,98-439,HJR,35.0,H,EXPRESSING LEGISLATIVE INTENT TO PROHIBIT ADOPTIONS BY HOMOSEXUAL COUPLES,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,432,1348,1998-439,1,1,1,False,True
ALACT-2C490218C0A21802,1998,440,98-440,HJR,397.0,H,COMMENDING COACH BARRY WOOD MOHUN AS 1998 COACH OF THE YEAR,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,433,1945,1998-440,1,1,1,False,True
ALACT-5D8E57CBC56F85A9,1998,441,98-441,HJR,340.0,H,COMMENDING SAMUEL RAY PEAK AS 1998 COACH OF,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,434,1598,1998-441,1,1,1,False,True
ALACT-E375DF471B5067F2,1998,442,98-442,HJR,446.0,H,COMMENDING TONY VAN PHAN FOR OUTSTANDING ACADEMIC ACHIEVEMENTS,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,435,1284,1998-442,1,1,1,False,True
ALACT-3F7633E571BDE47C,1998,443,98-443,HJR,238.0,H,COMMENDING WILLIAM C. CHANDLER FOR OUT¬ STANDING PROFESSIONAL ACHIEVEMENTS,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,436,2522,1998-443,1,1,1,False,True
ALACT-4DCBC59B608A6B6A,1998,444,98-444,HJR,484.0,H,"MOURNING THE DEATH OF BILL GAFFORD OF NEW ULM, MINNESOTA",Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,437,1787,1998-444,1,1,1,False,True
ALACT-08C5FECCFACA0B7D,1998,445,98-445,HJR,279.0,H,MOURNING THE DEATH OF GERALDINE HARBIN MARONEY,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,438,1872,1998-445,1,1,1,False,True
ALACT-C25F83FBAC8EA9A4,1998,446,98-446,HJR,401.0,H,"HONORING MULBERRY BAPTIST CHURCH OF MAPLES VILLE, ALABAMA, ON ITS 180TH ANNIVERSARY",Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,439,1888,1998-446,1,1,1,False,True
ALACT-A9F4B5AEE733524D,1998,447,98-447,HJR,242.0,H,"COMMENDING EVERETT ELLIS, JR. ON HIS PROFES¬ SIONAL ACHIEVEMENTS",Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,440,2070,1998-447,1,1,1,False,True
ALACT-9E3A6FC97105E0EE,1998,448,98-448,HJR,248.0,H,RECOGNIZING MAY 1998 AS MOTORCYCLE AWARENESS MONTH IN ALABAMA,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,441,1736,1998-448,1,1,1,False,True
ALACT-AF1EAD670179FE65,1998,449,98-449,HJR,263.0,H,COMMENDING THE NORTHSIDE METHODIST ACADEMY VARSITY BOYS BASKETBALL TEAM ON THE 1997-1998 SEA¬,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,442,1309,1998-449,1,1,1,False,True
ALACT-3B3628027EC7B6C9,1998,450,98-450,HJR,264.0,H,WELCOMING AYRES AVIATION TO DOTHAN AND TO,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,443,1596,1998-450,1,1,1,False,True
ALACT-F95F9F9F58A14FE8,1998,451,98-451,HJR,266.0,H,COMMENDING MR. AND MRS. ALFRED FREDERICK THOMAS ON THE OCCASION OF THEIR 60TH WEDDING ANNIVERSARY,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,444,2162,1998-451,1,1,1,False,True
ALACT-863FA7723ED0891F,1998,452,98-452,HJR,310.0,H,"COMMENDING ROBERT WILES OF BILOXI, MISSISSIPPI, FOR OUTSTANDING HEROISM",Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,445,1800,1998-452,1,1,1,False,True
ALACT-E72A24AC3A1DEBC3,1998,453,98-453,HJR,307.0,H,COMMENDING DAVID CUNNINGHAM FOR OUTSTAND¬ ING HEROIC EFFORTS,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,446,1866,1998-453,1,1,1,False,True
ALACT-D4D5F7266AE23C07,1998,454,98-454,HJR,428.0,H,COMMENDING HELEN HOLLYFIELD FOR HER OUT¬ STANDING COMMUNITY SERVICE,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,447,1605,1998-454,1,1,1,False,True
ALACT-AEF384B8271B6BFB,1998,455,98-455,HJR,333.0,H,COMMENDING THE UNIVERSITY OF ALABAMA HUNTSVILLE AS 1998 NCAA DIVISION II ICE HOCKEY CHAMPIONS,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,448,1794,1998-455,1,1,1,False,True
ALACT-DA56AD0C07AF310C,1998,456,98-456,HJR,459.0,H,COMMENDING JONATHAN RICHARD DELAFUENTE FOR OUTSTANDING ACHIEVEMENT,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,449,1704,1998-456,1,1,1,False,True
ALACT-2CC180949D7B3324,1998,457,98-457,HJR,400.0,H,COMMENDING NANCY CARTER BILLINGS AS RECIPI¬ ENT OF THE 1997 TEACHER OF THE YEAR AWARD,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,450,2178,1998-457,1,1,1,False,True
ALACT-6085F55ADA32CB48,1998,458,98-458,HJR,308.0,H,COMMENDING LINDA BEVING UPON HER SELECTION AS ALABAMA SCHOLASTIC PRESS ASSOCIATION ADMINIS¬ TRATOR OF THE YEAR,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,451,1970,1998-458,1,1,1,False,True
ALACT-166AF31DFF7AF04C,1998,459,98-459,HJR,435.0,H,"MOURNING THE DEATH OF TAYLOR HURON HODGE SR., OF MOBILE, ALABAMA",,,1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,452,2567,1998-459,1,1,1,False,True
ALACT-1385590E11581974,1998,460,98-460,SJR,127.0,S,COMMENDING THE ALABAMA SCHOOL FOR THE DEAF SILENT WARRIORS AND LADY WARRIORS ON THEIR OUT¬ STANDING ATHLETIC ACHIEVEMENTS,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,453,3552,1998-460,1,1,1,False,True
ALACT-6EC088325568A6DF,1998,461,98-461,SJR,128.0,S,JOHN B. “JOHNNY” JOHNSON REMEMBERED,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,454,1516,1998-461,1,1,1,False,True
ALACT-EBAB6F331FBF827F,1998,462,98-462,,,,COMMENDING JIM CROOK AS 1999 GOVERNOR-ELECT OF THE ALABAMA YMCA YOUTH LEGISLATURE,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,455,1344,1998-462,1,0,0,False,True
ALACT-62E9C6D6A048E52E,1998,463,98-463,SJR,132.0,S,COMMENDING ELAINE D. LITTLE AS THE 1997 OLIVE SPANN EAGLE AWARD RECIPIENT OF,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,456,2287,1998-463,1,1,1,False,True
ALACT-BF4A71A0415DBF5E,1998,464,98-464,SJR,133.0,S,COMMENDING THE PICKENS ACADEMY PIRATES ON THEIR FOURTH CONSECUTIVE ALABAMA INDEPENDENT SCHOOL STATE POWERLIFTING CHAMPIONSHIP,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,457,2610,1998-464,1,1,1,False,True
ALACT-14FDF72C36080FBD,1998,465,98-465,SJR,134.0,S,COMMENDING DR. ELLANN MCCRORY FOR HER OUT¬ STANDING SERVICE TO THE STATE OF ALABAMA,Approved,"April 29,1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,458,2846,1998-465,1,1,1,False,True
ALACT-78FAD3F10AC3C764,1998,466,98-466,SJR,135.0,S,"COMMENDING SARA BOPP STRANGE, FINALIST IN THE EIGHTH ANNUAL “THE AMERICAN TEACHER AWARDS.”",Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,459,1886,1998-466,1,1,1,False,True
ALACT-9CCC888ADDF76B17,1998,467,98-467,S,607.0,S,,Approved,"April 29, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,460,25116,1998-467,1,1,1,False,True
ALACT-68C52C2452CBC9EE,1998,468,98-468,S,74.0,S,,Approved,"April 30, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,461,16133,1998-468,1,1,1,False,True
ALACT-A0AB4303E8AE47B1,1998,470,98-470,H,90.0,H,,Approved,"May 1, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,462,5046,1998-470,1,1,1,False,True
ALACT-2C020EC55F0E7CF4,1998,471,98-471,H,114.0,H,,Approved,"May 1, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,463,5367,1998-471,1,1,1,False,True
ALACT-71BDE21106DC6BD8,1998,472,98-472,S,626.0,S,,Approved,"May 1, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,464,1237,1998-472,1,1,1,False,True
ALACT-6563F679DEBAD626,1998,473,98-473,S,652.0,S,,Approved,"May 1, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,465,699,1998-473,1,1,1,False,True
ALACT-0D9E4A98D98869C7,1998,474,98-474,S,665.0,S,,Approved,"May 1, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,466,1987,1998-474,1,1,1,False,True
ALACT-81DFDBE70473B9D3,1998,475,98-475,S,668.0,S,,Approved,"May 1, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,467,745,1998-475,1,1,1,False,True
ALACT-ACAC0819D33C19FF,1998,476,98-476,S,669.0,S,,Approved,"May 1, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,468,8178,1998-476,1,1,1,False,True
ALACT-92FDADE977130D4C,1998,477,98-477,S,672.0,S,,Approved,"May 1, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,469,1098,1998-477,1,1,1,False,True
ALACT-85228551D6A74672,1998,478,98-478,S,673.0,S,,Approved,"May 1, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,470,4492,1998-478,1,1,1,False,True
ALACT-C39CC37B41613C81,1998,479,98-479,H,922.0,H,,Approved,"May 1, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,471,2621,1998-479,1,1,1,False,True
ALACT-57CD51D5DF02C910,1998,480,98-480,H,921.0,H,,approved,"August 18, 1959 and Article 11, of Chapter 20, Title 5l’",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,472,7906,1998-480,1,1,1,False,True
ALACT-D30F2DBE047B07C8,1998,481,98-481,HJR,447.0,H,2L^ RTH ALABAMA A FEDERAL DISASTER AREA AND AUTHORIZING FEDERAL RELIEF EFFORTS,Approved,"May 1, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,473,762,1998-481,1,1,1,False,True
ALACT-D4F41E785F920524,1998,482,98-482,HJR,427.0,H,TIRE PILE JOINT INTERIM LEGISLATIVE COMMITTEE,Approved,"May 1, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,474,641,1998-482,1,1,1,False,True
ALACT-83CD04FEE4611FA2,1998,483,98-483,HJR,444.0,H,REQUESTING THE DEPARTMENT OF PUBLIC HEALTH TO ESTABLISH A VOLUNTEER HEALTH CARE PROVIDER PROGRAM WITHIN THE DEPARTMENT,Approved,"May 1, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,475,2338,1998-483,1,1,1,False,True
ALACT-3DA35A749CA44BB8,1998,484,98-484,HJR,2.0,H,ISL^TOM K W ™ N ° TIFY G0VERN0R LEG,Approved,"May 1, 1998",1998,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1998-v1/1998_v1_djvu.txt,476,383,1998-484,1,1,1,False,True
