state,year,chamber,district,democratic_fundraising,republican_fundraising,democratic_finance_status,republican_finance_status,finance_complete,log_fundraising_ratio_d_to_r,smoothing_constant,race_finance_status,finance_warehouse_run_id,finance_missing,finance_model_eligible
VA,2019,house,8,21656.02,162647.8,observed_positive,observed_positive,1,-1.9772909572533786,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,9,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,10,1223189.22,3610.0,observed_positive,observed_positive,1,5.581806185618947,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,11,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,12,596730.6,52621.47,observed_positive,observed_positive,1,2.411190603196397,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,13,750985.9600000001,285592.0,observed_positive,observed_positive,1,0.9646580520265485,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,14,50622.94,196482.88,observed_positive,observed_positive,1,-1.3416857497022918,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,15,63153.4,599950.8,observed_positive,observed_positive,1,-2.2372359771868946,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,16,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,17,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,18,294702.21,171413.16,observed_positive,observed_positive,1,0.5394592111984857,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,19,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,20,91871.62,121327.3,observed_positive,observed_positive,1,-0.2754821299948227,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,21,776427.29,306884.44,observed_positive,observed_positive,1,0.9262656042302523,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,22,104902.6,241080.49,observed_positive,observed_positive,1,-0.8267504703926302,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,23,27225.17,69772.33,observed_positive,observed_positive,1,-0.919253972054087,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,24,163387.95,130240.28,observed_positive,observed_positive,1,0.22519934151224189,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,25,36815.78,196281.26,observed_positive,observed_positive,1,-1.651903950426265,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,26,141268.2,220508.0,observed_positive,observed_positive,1,-0.44274469763114355,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,27,733313.2,667667.89,observed_positive,observed_positive,1,0.09364813123639264,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,28,1070000.1800000002,334691.8,observed_positive,observed_positive,1,1.1601547613986496,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,29,80593.93,52576.53,observed_positive,observed_positive,1,0.4206437729002972,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,30,92057.78,625133.0700000001,observed_positive,observed_positive,1,-1.9063423298399742,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,31,835426.71,410131.0,observed_positive,observed_positive,1,0.7102270030214145,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,32,,,observed_zero,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,33,267015.53,108842.99,observed_positive,observed_positive,1,0.8919929440909602,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,34,414823.54,106476.16999999998,observed_positive,observed_positive,1,1.3529918390023208,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,35,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,36,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,37,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,38,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,39,147890.73,187599.9,observed_positive,observed_positive,1,-0.23641515877259775,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,40,1543883.96,1739043.07,observed_positive,observed_positive,1,-0.118961065060718,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,41,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,42,370474.19,66467.94,observed_positive,observed_positive,1,1.7058268645584804,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,43,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,44,172268.65000000002,16394.0,observed_positive,observed_positive,1,2.2987179610164667,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,45,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,46,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,47,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,48,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,49,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,50,365433.95,407082.91,observed_positive,observed_positive,1,-0.10765207773955703,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,51,1053305.51,200355.43,observed_positive,observed_positive,1,1.6555658898856322,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,52,366761.0,0.0,observed_positive,observed_zero,1,5.907433270658949,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,53,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,54,98745.64,186452.0,observed_positive,observed_positive,1,-0.6308994670953604,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,55,87391.37,85722.5,observed_positive,observed_positive,1,0.01906097475454373,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,56,91817.73,211061.13,observed_positive,observed_positive,1,-0.8262369045862592,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,57,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,58,79203.63,7791.73,observed_positive,observed_positive,1,2.210757268799926,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,59,105948.61,94103.3,observed_positive,observed_positive,1,0.11738476945175372,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,60,15331.32,69574.54000000001,observed_positive,observed_positive,1,-1.4635847196909386,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,61,7791.73,0.0,observed_positive,observed_zero,1,2.1738115068936428,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,62,225232.98,440883.27,observed_positive,observed_positive,1,-0.6694803989448002,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,63,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,64,0.0,115596.31,observed_zero,observed_positive,1,-4.758717626760395,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,65,31480.0,233420.7,observed_positive,observed_positive,1,-1.9764928490904354,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,66,1197797.68,1700396.4800000002,observed_positive,observed_positive,1,-0.3501302514831623,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,67,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,68,371951.13,230921.0,observed_positive,observed_positive,1,0.47505059585758086,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,69,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,70,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,71,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,72,595231.29,439625.5500000001,observed_positive,observed_positive,1,0.3024332404625743,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,73,835445.16,1041393.21,observed_positive,observed_positive,1,-0.2201135525736142,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,74,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,75,154469.12,168225.0,observed_positive,observed_positive,1,-0.08478206370503918,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,76,740920.71,1125533.17,observed_positive,observed_positive,1,-0.4176578270038107,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,77,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,78,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,79,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,80,105803.83000000002,19974.0,observed_positive,observed_positive,1,1.627710211894097,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,81,359547.3,454087.59,observed_positive,observed_positive,1,-0.2328667511430675,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,82,40473.07,273715.0,observed_positive,observed_positive,1,-1.8906898956969855,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,83,742288.24,1130490.02,observed_positive,observed_positive,1,-0.42020673461564184,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,84,791768.51,202891.15,observed_positive,observed_positive,1,1.3579449892378859,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,85,899419.6299999999,753048.76,observed_positive,observed_positive,1,0.17740387586446366,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,86,117083.63,22025.0,observed_positive,observed_positive,1,1.634812520108189,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,87,407926.94,19345.91,observed_positive,observed_positive,1,3.0006566003917015,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,88,,,unknown_summary_adapter_not_available,observed_positive,0,,1000.0,incomplete_finance_observation,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,89,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,90,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,91,403534.7,67051.85,observed_positive,observed_positive,1,1.7824676031182132,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,92,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,93,333543.03,113670.74,observed_positive,observed_positive,1,1.070700619725569,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,94,793595.9800000001,533964.29,observed_positive,observed_positive,1,0.39563378721371295,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,95,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,house,96,105727.52,110590.3,observed_positive,observed_positive,1,-0.04455508415453168,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,97,45153.6,111833.61,observed_positive,observed_positive,1,-0.8939392912682514,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,98,25970.82,77302.8,observed_positive,observed_positive,1,-1.0658278214130124,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,99,168640.3,240916.41,observed_positive,observed_positive,1,-0.35491194020899464,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,house,100,816893.96,244375.9,observed_positive,observed_positive,1,1.203941374502575,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,senate,1,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,senate,2,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,senate,3,86198.94,989516.57,observed_positive,observed_positive,1,-2.4300344200457173,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,senate,4,61830.12,585020.7,observed_positive,observed_positive,1,-2.2329205368565312,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,senate,5,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,senate,6,332843.49,158800.0,observed_positive,observed_positive,1,0.7367492570062322,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,senate,7,1765951.8800000004,1331885.33,observed_positive,observed_positive,1,0.2819099468788295,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,senate,8,1660963.4600000002,813148.19,observed_positive,observed_positive,1,0.7136125885839301,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,senate,9,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,senate,10,2041826.75,2011684.65,observed_positive,observed_positive,1,0.014865032823037652,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,senate,11,513481.78,398949.9199999999,observed_positive,observed_positive,1,0.25182080235488913,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,senate,12,2161599.68,2157229.01,observed_positive,observed_positive,1,0.0020230709450765366,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,senate,13,2599227.9800000004,1736118.64,observed_positive,observed_positive,1,0.4033713392026898,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,senate,14,2565.0,228628.45,observed_positive,observed_positive,1,-4.165298514052625,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,senate,15,0.0,329794.62,observed_zero,observed_positive,1,-5.801497699413897,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,senate,16,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,senate,17,1370451.95,829193.44,observed_positive,observed_positive,1,0.5019665412530295,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,senate,18,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,senate,19,36755.05,122553.36,observed_positive,observed_positive,1,-1.1855538859498354,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,senate,20,,,,observed_zero,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,senate,21,,,observed_zero,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,senate,22,4035.0,141966.06,observed_positive,observed_positive,1,-3.346193733261813,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,senate,23,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,senate,24,56985.09,321048.46,observed_positive,observed_positive,1,-1.7145161225822851,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,senate,25,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,senate,26,89768.44,475590.50000000006,observed_positive,observed_positive,1,-1.658345983512419,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,senate,27,,,unknown_summary_adapter_not_available,observed_positive,0,,1000.0,incomplete_finance_observation,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,senate,28,363936.87,357122.56,observed_positive,observed_positive,1,0.01884910553699743,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,senate,29,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,senate,30,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,senate,31,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,senate,32,305266.43,9437.0,observed_positive,observed_positive,1,3.379098224561559,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,senate,33,733410.81,109068.08,observed_positive,observed_positive,1,1.8979694752587792,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,senate,34,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,senate,35,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,senate,36,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,senate,37,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,senate,38,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2019,senate,39,265840.44,10321.0,observed_positive,observed_positive,1,3.1599914686721795,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2019,senate,40,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2021,house,1,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2021,house,2,667031.93,86380.58,observed_positive,observed_positive,1,2.034062910619703,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,3,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2021,house,4,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2021,house,5,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2021,house,6,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2021,house,7,69743.58,117072.44,observed_positive,observed_positive,1,-0.5122365440557015,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,8,10518.55,109375.0,observed_positive,observed_positive,1,-2.259924879633983,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,9,58960.3,186247.69,observed_positive,observed_positive,1,-1.1387496093151988,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,10,2074894.57,1271944.74,observed_positive,observed_positive,1,0.489059269486638,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,11,2019226.93,52465.1,observed_positive,observed_positive,1,3.6319360210802016,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,12,1366599.86,884049.11,observed_positive,observed_positive,1,0.43516942040227174,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,13,476639.5,23849.22,observed_positive,observed_positive,1,2.956029900131102,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,14,21615.0,194511.35,observed_positive,observed_positive,1,-2.1570050310763986,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,15,7765.0,619416.4199999999,observed_positive,observed_positive,1,-4.2596243793745625,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,16,7967.640000000001,90531.86,observed_positive,observed_positive,1,-2.3230645661619644,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,17,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
VA,2021,house,18,24164.51,273201.25,observed_positive,observed_positive,1,-2.3884276572835152,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,19,4052.0,253119.0,observed_positive,observed_positive,1,-3.9180184567535963,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,20,48665.97,80037.8,observed_positive,observed_positive,1,-0.48959572215074654,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,21,1178022.07,570535.4,observed_positive,observed_positive,1,0.7241141960420319,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,22,3925.0,331621.88,observed_positive,observed_positive,1,-4.212682074697453,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,23,5.0,58711.62,observed_positive,observed_positive,1,-4.084539099813633,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,24,10340.34,103542.23,observed_positive,observed_positive,1,-2.221224824391535,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,25,243671.56,173689.62,observed_positive,observed_positive,1,0.3369059405135642,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,26,230567.74,284312.44,observed_positive,observed_positive,1,-0.20871241637926832,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,27,1116865.1,804280.3300000001,observed_positive,observed_positive,1,0.3279855317152523,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,28,1665361.6700000002,938815.18,observed_positive,observed_positive,1,0.5727146490908384,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,29,28981.3,167603.91999999998,observed_positive,observed_positive,1,-1.7269784416181997,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,30,1964.21,105975.75,observed_positive,observed_positive,1,-3.5859916181356657,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,31,1427773.13,230430.0,observed_positive,observed_positive,1,1.8202939519627876,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,32,0.0,49290.560000000005,observed_zero,observed_positive,1,-3.9178173855364706,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,33,233086.69,174530.85,observed_positive,observed_positive,1,0.28787670590247433,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,34,550823.15,271465.04000000004,observed_positive,observed_positive,1,0.7057173022145447,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,35,131090.3,33763.8,observed_positive,observed_positive,1,1.3349091641311668,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,36,193180.72,66089.5,observed_positive,observed_positive,1,1.0627617229634965,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,37,316373.28,11234.0,observed_positive,observed_positive,1,3.2558596597333054,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,38,177865.08000000002,6859.0,observed_positive,observed_positive,1,3.124972406732868,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,39,126529.88,19227.49,observed_positive,observed_positive,1,1.8413081197600285,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
VA,2021,house,40,1840285.73,499229.09,observed_positive,observed_positive,1,1.303153199394089,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
