state_code,cycle,chamber,district,build_run_id,democratic_candidate_result_id,republican_candidate_result_id,democratic_finance_candidate_cycle_id,republican_finance_candidate_cycle_id,democratic_fundraising,republican_fundraising,democratic_finance_status,republican_finance_status,finance_complete,log_fundraising_ratio_d_to_r,smoothing_constant,race_finance_status
TN,2022,lower,64,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-290C36E742EDCF5901F0,LCAND-46D0AD72EBCA65AAB9D7,FIN-9DC42D3B3ABFAF12B758,FIN-F53A87A23A4A54F69B23,2345.75,74933.0,observed_positive,observed_positive,1,-3.1221604888253625,1000.0,complete
TN,2022,lower,65,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-B9BECFEED3FD9094F288,,FIN-AC5C5B6850A2FC8DF315,,100750.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
TN,2022,lower,66,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-0B3DBB46C4169721A144,,FIN-FBCCDAFDB2E15866ADA3,,72000.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
TN,2022,lower,67,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-8F74E859661A86569A5B,LCAND-3F317AB606A7F4C8A09C,FIN-34495264B08075CECE63,FIN-FC541A8657447965B29C,182714.34,112031.03,observed_positive,observed_positive,1,0.48571966844601194,1000.0,complete
TN,2022,lower,68,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-999ED547B8933CDC5439,,FIN-6F7CB921813895C26C0B,,101060.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
TN,2022,lower,69,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-64CF08EA2B68B2A4D97A,LCAND-0A4BFE8A6B4A2949B4C2,FIN-38DBCC7A2727ACA4856F,FIN-A534C28A835E51456768,0.0,86875.0,observed_zero,observed_positive,1,-4.475915350130829,1000.0,complete
TN,2022,lower,7,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-54440609E4F3E25A8B29,,FIN-70FA3A8671F01B15FD69,,95650.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
TN,2022,lower,70,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-1EBAC0C44F43320887DC,,FIN-5E3CCDADEFEE08E91B44,,48010.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
TN,2022,lower,71,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-E6C77A962F6D11C3B1AF,LCAND-A05989E427B13226C2D3,FIN-B74EC270447923212509,FIN-1910F23FFD023A73EE87,0.0,52656.58,observed_zero,observed_positive,1,-3.9826041083409214,1000.0,complete
TN,2022,lower,72,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-B8432DE58C809C2C6BA4,,FIN-F2EFA188FA74C6F9B78B,,55576.5,,observed_positive,0,,1000.0,not_democratic_republican_contest
TN,2022,lower,73,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-CC4AD4FB16B6521759B6,LCAND-7F08DEBC7C4D3370919B,FIN-45372A7A58464C4AFBE2,FIN-D4DB7BAC44F09A842ADA,19688.59,133195.61,observed_positive,observed_positive,1,-1.8697161710618957,1000.0,complete
TN,2022,lower,74,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-C63F0D7760063F17A379,,FIN-0679F5B40B0A65C4ABFE,,35654.67,,observed_positive,0,,1000.0,not_democratic_republican_contest
TN,2022,lower,75,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-870EFF3D2A2FC98891C1,,FIN-7289BB7C432935D3F108,,56500.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
TN,2022,lower,76,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-771836A46CD3B9017FAB,,FIN-FDA74D5CFE4FCD4B1DF4,,83325.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
TN,2022,lower,77,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-546802B52DEA8E8D7621,,FIN-579D6317E7190AC12CB3,,71920.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
TN,2022,lower,78,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-D1B5D193F1AAAD99D290,LCAND-728C576AADC65561F5EC,FIN-FDF12521D99BC8459CF6,FIN-FB02E071B515131B838E,5095.0,82175.0,observed_positive,observed_positive,1,-2.613478058971306,1000.0,complete
TN,2022,lower,79,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-0B1DC0763DC4BB7DFBFB,LCAND-243C6CCD37371F0C9459,FIN-BBC06D376610BDA5C763,FIN-BDEE9874BDE005E02B83,1599.46,137314.0,observed_positive,observed_positive,1,-3.97422273161053,1000.0,complete
TN,2022,lower,8,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-1AD1ACD919AC9E229E40,LCAND-FAA2345D4C35353611B1,FIN-09FED46AA5032E26EDCD,FIN-AC0205E648775E36D81D,0.0,75200.0,observed_zero,observed_positive,1,-4.333361462692601,1000.0,complete
TN,2022,lower,80,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-3187212A0A1FB345C207,,FIN-9AD3A9ED370B728183FD,,31855.0,,observed_positive,,0,,1000.0,not_democratic_republican_contest
TN,2022,lower,81,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-1C65CB48000B2D2021F9,,FIN-FA34ED432C65008C9C59,,48115.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
TN,2022,lower,82,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-3673DCFB66D1F8BEC3CF,,FIN-4C9FB7CB66012535D935,,71360.6,,observed_positive,0,,1000.0,not_democratic_republican_contest
TN,2022,lower,83,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-D1D4CAED19EC93263AA0,,FIN-3728E8CEF4A68E23D871,,131262.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
TN,2022,lower,84,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-F1CB0FBDB7841BDCF626,,FIN-84C814513598CB343B63,,43720.0,,observed_positive,,0,,1000.0,not_democratic_republican_contest
TN,2022,lower,85,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-28C50450BDA1A3F8F862,,FIN-36B1A005CE303EC62435,,87764.81,,observed_positive,,0,,1000.0,not_democratic_republican_contest
TN,2022,lower,86,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-8B00698F7130072F156D,,FIN-E716C9447FE4996F4AB4,,48382.37,,observed_positive,,0,,1000.0,not_democratic_republican_contest
TN,2022,lower,87,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-400CAAB04B54C0456412,,FIN-673D6DD4AEB8E0D6E250,,109095.0,,observed_positive,,0,,1000.0,not_democratic_republican_contest
TN,2022,lower,88,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-070C96631EE48FD56C31,,FIN-FCEA5FEDE5C9D50AFF1D,,18350.0,,observed_positive,,0,,1000.0,not_democratic_republican_contest
TN,2022,lower,89,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-05573598EE5258F19365,LCAND-F73D1210373F337F3CAC,FIN-276905213F9B57AAE95D,FIN-9BDBEA97F621A727C2D0,7447.5,60950.0,observed_positive,observed_positive,1,-1.9924570684688434,1000.0,complete
TN,2022,lower,9,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-780768BAF69A0510DA6F,,FIN-8BE6C6BBACA94B448710,,203400.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
TN,2022,lower,90,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-EC7A79FAF94C5C4BED3B,LCAND-9582EBA83076E5BD5167,FIN-FAA1AD748EEDA81072AB,FIN-CF5B6EBAD29F6E2A2DB1,260749.56,97981.28,observed_positive,observed_positive,1,0.9724574274103601,1000.0,complete
TN,2022,lower,91,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-CBB47A41732171D73442,,FIN-83CD430E612FCBA42019,,43315.0,,observed_positive,,0,,1000.0,not_democratic_republican_contest
TN,2022,lower,92,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-D2B4A00400D6E00869D0,LCAND-62DD3CD25E3E49F2899D,FIN-7CA14092CECFD296E678,FIN-A9A8D70AEEEC47A306AD,2461.0,30560.0,observed_positive,observed_positive,1,-2.210332931324466,1000.0,complete
TN,2022,lower,93,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-DEB8DFCFBD2B0A410F1A,,FIN-DB471A9078729D5893CB,,1250.0,,observed_positive,,0,,1000.0,not_democratic_republican_contest
TN,2022,lower,94,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-9F70CE752FB15F8A05C5,,FIN-303D3AAD29F90EBE464C,,148074.61,,observed_positive,0,,1000.0,not_democratic_republican_contest
TN,2022,lower,95,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-E7139DD73836F1279E24,LCAND-5A75087C34701F2F4BAD,FIN-D65D1F0BEA1C6C014576,FIN-F3FC333997B004E84A50,0.0,191550.0,observed_zero,observed_positive,1,-5.260355860260918,1000.0,complete
TN,2022,lower,96,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-11542F49BBA714443175,,FIN-5132F90D7EEFDB25295D,,53395.0,,observed_positive,,0,,1000.0,not_democratic_republican_contest
TN,2022,lower,97,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-D6AB898B30777A9AB9E3,LCAND-D6DEBE7D3ACB9197AF73,FIN-5BC224D79D8D5E043160,FIN-A7C78DC1A71596DA7F16,5636.929999999999,170930.0,observed_positive,observed_positive,1,-3.254437910057443,1000.0,complete
TN,2022,lower,98,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-B82FE5EEA1F1D1F88382,,FIN-ED5F119B25F43EFFC3D4,,27050.0,,observed_positive,,0,,1000.0,not_democratic_republican_contest
TN,2022,lower,99,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-3B16FF25D410AD4C31B3,,FIN-07ACA8E3AF02E66897E8,,58794.98,,observed_positive,0,,1000.0,not_democratic_republican_contest
TN,2022,upper,1,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-04D649C3B25FE4E2E4E0,LCAND-B67F5D4E1F6E7E150DA4,FIN-B476A7FAA864A4CBC64E,FIN-D80BC73DB4B1F85F0A8C,20226.0,161617.99,observed_positive,observed_positive,1,-2.0361769852603655,1000.0,complete
TN,2022,upper,11,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-8A56631DC3233C9C425F,,FIN-EC1D8F3257698780686E,,222200.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
TN,2022,upper,13,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-3351F765B518D35199EE,LCAND-F47BA40AFE89A3818375,FIN-7C7131ADD363B9F8ABF4,FIN-5104359A15AE72B986C3,13599.24,196725.0,observed_positive,observed_positive,1,-2.6059077038406087,1000.0,complete
TN,2022,upper,15,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-7766214A50C698699C65,,FIN-9B4A771AD9FE10266DA6,,243255.50000000003,,observed_positive,0,,1000.0,not_democratic_republican_contest
TN,2022,upper,17,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-E413850C9B4C2C5E5AC5,,FIN-C8266E76C4428EE01F36,,211076.06,,observed_positive,0,,1000.0,not_democratic_republican_contest
TN,2022,upper,19,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-96CD6295A4ABF4D7D124,LCAND-1A82DB47521CB116A4BC,FIN-0AA1E9714747F9E2CCFC,FIN-7C6FF90B54CCE830F59D,255106.0,1450.0,observed_positive,observed_positive,1,4.6495033967227055,1000.0,complete
TN,2022,upper,21,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-82EADEDF008F039BF574,,FIN-2A013211C261C082E771,,181615.06,,observed_positive,,0,,1000.0,not_democratic_republican_contest
TN,2022,upper,23,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-DDCCFC45B3E7FC302149,,FIN-C5709281446ABDDC1702,,98574.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
TN,2022,upper,25,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-A16441176324429162D2,,FIN-483E02F59498078F84DC,,188145.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
TN,2022,upper,27,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-5C0F18CED1CDD1AA2947,,FIN-2F7EC81D2DE9848598D9,,551660.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
TN,2022,upper,29,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-B4614C8C7DF54559DAE4,,FIN-F723E4AEF8BA78D02912,,62450.0,,observed_positive,,0,,1000.0,not_democratic_republican_contest
TN,2022,upper,3,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-F1C04629440BAA4AA3EF,LCAND-FFC2FDEAFC3FB5DF7B65,FIN-06A1797DA5069494D8E0,FIN-4EBC83F9D1E4976A9FD8,106427.94,205350.0,observed_positive,observed_positive,1,-0.6527534589809122,1000.0,complete
TN,2022,upper,31,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-D4F69207811413A35E2E,LCAND-DFFF09A79B47DBA4B5C8,FIN-60F87E971A4227BC9420,FIN-4EDC6792DF0EC9FF9B26,66477.26999999999,366336.66,observed_positive,observed_positive,1,-1.6944879568372366,1000.0,complete
TN,2022,upper,33,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-D37D00FA41867525B2FF,LCAND-48E805C3C16A91F183B7,FIN-0891172C6B3FA37E0E92,FIN-BA974C78D4DB600A69A9,139338.0,96730.0,observed_positive,observed_positive,1,0.36184522426738974,1000.0,complete
TN,2022,upper,5,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-DE0B7BC53F5EA1E6317A,,FIN-E60253D39DB09595DC7B,,308930.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
TN,2022,upper,7,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-B8F28426BBB9566E99EE,LCAND-DDC913F98900DCB57728,FIN-F00D855691F2990431A2,FIN-41B2ED4F01815E0A129D,11159.0,330165.0,observed_positive,observed_positive,1,-3.3045471042841843,1000.0,complete
TN,2022,upper,9,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-E75B472694B48C4A89ED,LCAND-113FC5F59775BBC2DFE0,FIN-807FDBC1A9CEBAA647CD,FIN-48574359D0880179636B,8145.0,140028.16,observed_positive,observed_positive,1,-2.7357523049067485,1000.0,complete
TN,2024,lower,11,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-7C50371D3A6208EB2295,LCAND-298D298A103537AB3342,FIN-731B1701B1795980A733,FIN-079EDFB96B1915570F0F,3061.26,149875.0,observed_positive,observed_positive,1,-3.614958409123463,1000.0,complete
TN,2024,lower,12,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-9FF52FC06D169A43D2A7,LCAND-0FF2518F465B791D2168,FIN-6404024480E7F0EBBFF8,FIN-2DABEB664118C2707764,5270.25,170313.0,observed_positive,observed_positive,1,-3.307676066443337,1000.0,complete
TN,2024,lower,13,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-6B28385A91A6A03ACC31,LCAND-6387BCF97CDFACCF452E,FIN-1E34378CA29C3EABF1B4,FIN-D82AC768F8E477AC103B,21040.0,141554.47,observed_positive,observed_positive,1,-1.8668651880007834,1000.0,complete
TN,2024,lower,14,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-D9BFB7F6605D3573EC95,LCAND-092829608B884374A128,FIN-E220702A96061EFCA255,FIN-C8834A040809F7E1B7D7,10490.0,57596.06,observed_positive,observed_positive,1,-1.629190366967015,1000.0,complete
TN,2024,lower,15,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-28E76DDF0271595478BF,LCAND-6D507C89ED3DB693C4E5,FIN-129DEC423E215A7B939C,FIN-898F258F7B944B4B573A,97284.11,0.0,observed_positive,observed_zero,1,4.587862366070396,1000.0,complete
TN,2024,lower,16,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-78784D66A18F593494DD,LCAND-BC8576DDE038F34B340F,FIN-2AB325BEC0328E36C689,FIN-2C01583EEBE0B1AB3B40,3675.42,118200.0,observed_positive,observed_positive,1,-3.238483756353739,1000.0,complete
TN,2024,lower,18,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-29563967D8CF4039B25E,LCAND-A1850555B5A43B487F31,FIN-AA8E7EE8ED9DEFA1889A,FIN-396D024A915A4F07939A,214363.55,162570.69,observed_positive,observed_positive,1,0.2750822787082588,1000.0,complete
TN,2024,lower,20,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-D595FA1375E4F3A861E2,LCAND-18BA81EFE2EB2E7E2980,FIN-A1152AE586D571977F1D,FIN-B842AE32DB779E2FA57A,9198.54,112853.78,observed_positive,observed_positive,1,-2.412670420749407,1000.0,complete
TN,2024,lower,21,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-B67975E93BCD4700BC0D,LCAND-4BFBF5EA36CF615F8B67,FIN-B1FDA57B53CAD7437369,FIN-4F111C1AE11A14DDC452,12380.77,128651.53,observed_positive,observed_positive,1,-2.271031711293545,1000.0,complete
TN,2024,lower,22,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-C63EF9A04125D63FD0D8,LCAND-EA10EE7DDF0BE2C5324C,FIN-D03307D8E9505308B6A3,FIN-F4758458F24175D178DE,6740.97,108000.0,observed_positive,observed_positive,1,-2.6448208794823627,1000.0,complete
TN,2024,lower,23,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-600A42BEA5441A527057,LCAND-AD16627D78FC72A1F2DB,FIN-4D41C2E7009DB31685C3,FIN-4C767030624155A8EB8F,7292.47,86711.27,observed_positive,observed_positive,1,-2.3587025232876284,1000.0,complete
TN,2024,lower,24,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-729C152E84920E60885F,LCAND-B24DE8D7D11D756D40EC,FIN-4664EE954382B2742030,FIN-B1DB7C24C16A89CFA9BD,6192.25,88363.40000000001,observed_positive,observed_positive,1,-2.5197071449703445,1000.0,complete
TN,2024,lower,25,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-AC56A0A417F987A1954E,LCAND-50F2D3D16825BBEEFC31,FIN-BF6D7D271DC5D6BDAB13,FIN-980E0AA7AAB9D96B8D5D,5971.0,506556.89,observed_positive,observed_positive,1,-4.287850116651279,1000.0,complete
TN,2024,lower,26,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-D0AE7CC8378A9E7F0E50,LCAND-9F7F0D39117688095A44,FIN-30B2FBCA8E244F1878CF,FIN-86EB6559301390AE4EFF,162036.2,196270.0,observed_positive,observed_positive,1,-0.190601086716865,1000.0,complete
TN,2024,lower,27,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-E048EFCADD3D378D8CC0,LCAND-7996C0E0A7A05A1B1866,FIN-D054C2CA75D8A8B9FCE7,FIN-E91A51C9F2FA73866846,115511.0,183694.92,observed_positive,observed_positive,1,-0.4607196936170425,1000.0,complete
TN,2024,lower,29,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-22F36BD02B4883BEC43D,LCAND-92B6B36B097F2647C340,FIN-60F413174DDD49E3C20E,FIN-EF99E97BDF4FE86AAF14,8786.33,146771.0,observed_positive,observed_positive,1,-2.7146772642245764,1000.0,complete
TN,2024,lower,3,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-4ECC4805FB0C08F34561,LCAND-E4136F85B6656B03DE02,FIN-2DC394344206B112A4FB,FIN-2A6045F44961CD14588A,2533.24,54150.0,observed_positive,observed_positive,1,-2.747841448692824,1000.0,complete
TN,2024,lower,30,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-567D95F2B49A635E4CD7,LCAND-5D8ADBB4E79CE45ACCDC,FIN-988900E56F6CB8020C20,FIN-C9428E1EDBE6294BB3E8,36163.0,121344.91,observed_positive,observed_positive,1,-1.1915305444048618,1000.0,complete
TN,2024,lower,31,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-330FFEDBEE3F3C12BF59,LCAND-00ED894BE26192D4690E,FIN-67894600DF244CF05DE9,FIN-788E8AAFE22F153890AF,4247.54,33700.0,observed_positive,observed_positive,1,-1.8889802915917495,1000.0,complete
TN,2024,lower,33,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-58B4F7DC928210F0B9BF,LCAND-09F4062343E5A69C869D,FIN-D381940AD892D36B0E24,FIN-E18CC8B1A6007776E8F2,62960.0,162674.98,observed_positive,observed_positive,1,-0.9396247441680232,1000.0,complete
TN,2024,lower,34,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-4772D5206B1815C62931,LCAND-5DE1EF9E94142B02E645,FIN-B17A31DC380D6ED3E705,FIN-7659CDF1D5411687F6BE,4963.24,137100.0,observed_positive,observed_positive,1,-3.1423641028869986,1000.0,complete
TN,2024,lower,35,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-F4B0557D14DC600B75C6,LCAND-CF2F9DF6FD400BE67DA8,FIN-CD7E335214D692A427A9,FIN-484941B92EB5AF7B4129,21545.250000000004,73575.0,observed_positive,observed_positive,1,-1.1962809296560017,1000.0,complete
TN,2024,lower,37,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-441C9E562B16898ABFC4,LCAND-E2D311C8AA8F8ED75B68,FIN-313EAC6739C02EC1BBB9,FIN-E10E4D616482326F56FD,2939.1400000000003,122395.0,observed_positive,observed_positive,1,-3.444428166638905,1000.0,complete
TN,2024,lower,39,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-DEADB216B9C89B9AC7B6,LCAND-C22D8294F51A3D8C8029,FIN-2E3FB897BCF3593649D0,FIN-CAABDE43153C3FAAE30B,26234.1,66725.18000000001,observed_positive,observed_positive,1,-0.9109881811985564,1000.0,complete
TN,2024,lower,40,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-54A8056ABF0842C35DE0,LCAND-11A0011B50B4D0FDB65E,FIN-051C5BDFFC49FAEE46FD,FIN-532457696EFBC4A6F756,3049.08,117060.36,observed_positive,observed_positive,1,-3.3727063242850943,1000.0,complete
TN,2024,lower,41,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-037BDE94EDBDE6BB7A9C,LCAND-7E87528CCB4D5EB00D21,FIN-44C5676FAC9979D19C2D,FIN-DD6C760579AD6397C1FE,24664.69,78545.0,observed_positive,observed_positive,1,-1.1312067820242944,1000.0,complete
TN,2024,lower,42,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-85E2D0B678FE88C1418C,LCAND-31253D375745563E84AE,FIN-415C1BD21649C7DA9E82,FIN-DF5028C23D9D0FA9C6E9,7086.12,147550.0,observed_positive,observed_positive,1,-2.910772590335155,1000.0,complete
TN,2024,lower,44,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-B3C4E60F49EC3112BAA9,LCAND-18D668AD937A26FED988,FIN-51BAA89D2791054B9524,FIN-57578E75A9A3A35B3D64,9100.0,249509.53,observed_positive,observed_positive,1,-3.21096153986623,1000.0,complete
TN,2024,lower,45,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-4553A510DA3879EE41EF,LCAND-A7300BD56085E5530EDE,FIN-B4ABE4AB3C60F9466C1A,FIN-6C6BBB33DC90DB0F1DFF,96027.81,232487.79,observed_positive,observed_positive,1,-0.878132146077738,1000.0,complete
TN,2024,lower,46,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-E99DD0DFE9D27D472605,LCAND-3319CCB4090CE27303EE,FIN-DACB93A15DE610FE41FC,FIN-C617BA1307AE40A63299,57633.53,275770.84,observed_positive,observed_positive,1,-1.5518831541250513,1000.0,complete
TN,2024,lower,48,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-1F921B0B0830637A5F08,LCAND-51377A46F097DE85E97B,FIN-330452F23378B68B98C2,FIN-F60840FA513363DA91A1,11529.89,105380.0,observed_positive,observed_positive,1,-2.138900599375296,1000.0,complete
TN,2024,lower,49,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-A98C17B13AB41832F5FA,LCAND-77625786750880203B1C,FIN-4AED1D1919D5A2AFFC2C,FIN-CBDD2DE93C0755781EFC,217460.87,60650.0,observed_positive,observed_positive,1,1.2651336842195253,1000.0,complete
TN,2024,lower,50,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-C46025683F337828DEDA,LCAND-6033B7EC493B2A354881,FIN-DACDA05EFC4A03E62AC6,FIN-D8E5A0C1D7B371C191C6,248151.05,96440.16,observed_positive,observed_positive,1,0.9388208930508872,1000.0,complete
TN,2024,lower,52,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-56829BFEAE1A9FB297F5,LCAND-3B3016CC2E6B5CAEB68E,FIN-5A67418875BED3640A4B,FIN-DEA30A8683FFAA6EDD98,1097160.67,14331.98,observed_positive,observed_positive,1,4.271451097998477,1000.0,complete
TN,2024,lower,53,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-0709A5B19F380F116BA2,LCAND-F6A88F759964B046306D,FIN-BAA69017543AB1063C62,FIN-655387EB3CE9A537057D,40760.0,0.0,observed_positive,observed_zero,1,3.731938943574383,1000.0,complete
TN,2024,lower,57,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-B89A7B46D463AA7A3790,LCAND-62832EF79F8313586006,FIN-EA30A983124AF9D51A8B,FIN-0AED431436FA3032A691,51285.14,43339.44,observed_positive,observed_positive,1,0.16483762625051232,1000.0,complete
TN,2024,lower,6,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-21A95B8980ED55175508,LCAND-FCC9244A4DC7F0F9BA60,FIN-FF2CA539F838DC82E997,FIN-C42C5EC78CA4D708C4A2,8370.11,73900.0,observed_positive,observed_positive,1,-2.078629054747301,1000.0,complete
TN,2024,lower,60,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-9EF7DB33A0E1D9E007CD,LCAND-AD88E49D37FFE09BCB34,FIN-8C33C0EE71C1EA8CF51F,FIN-906BEEDAB29F2563D889,176781.95,112035.58000000002,observed_positive,observed_positive,1,0.45285516295758027,1000.0,complete
TN,2024,lower,61,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-F2588ACEE403266FCF8C,LCAND-45F62FFB17A05A51D861,FIN-5BB33E097DFC3BBD06A3,FIN-C9CC3E3B83FEE2FDCC11,227367.65,101631.69,observed_positive,observed_positive,1,0.7998100758301631,1000.0,complete
TN,2024,lower,63,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-BBC796BDF4BBF8199877,LCAND-E08E8C5C8E2B10FF0046,FIN-20B8DAC2B180BE9D50A4,FIN-77BCA5E12883DB4C7526,71849.5,144810.77,observed_positive,observed_positive,1,-0.6939140159595072,1000.0,complete
TN,2024,lower,64,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-13A03BCFF40FEEDFA02D,LCAND-DA4B072462A8D5DF08E8,FIN-497F0D1511CA92D61E60,FIN-45122D27F29CD403CAC1,6779.0,110173.0,observed_positive,observed_positive,1,-2.6596597513543596,1000.0,complete
TN,2024,lower,65,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-376C2F508890C95E2393,LCAND-ABB7B094D708DAAF3F3E,FIN-2F6535D676A1DFD8FE5B,FIN-10E8F6F8AEFF5FA1BC0E,5826.2300000000005,118190.0,observed_positive,observed_positive,1,-2.8599463138810077,1000.0,complete
TN,2024,lower,66,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-9EF020471211819D6CEC,LCAND-3C5D51E913840D3F8450,FIN-B9CA05CF9AA3523CF7D1,FIN-91FE0DAE6AEDFCDDE095,2898.82,69650.0,observed_positive,observed_positive,1,-2.897064165879253,1000.0,complete
